model_id_nativeness,model_comparison_id,analysis_group,nativeness_var,site_id,species_response,time_series,analysis_group_category,exclusion,random_effect,min_refs,n_levels,min_obs,max_obs,max_refs,formula_nativeness,formula_null,model_path_nativeness,model_path_null,i2_nativeness,i2_null,BIC_nativeness,BIC_null,min_sigma_nativeness,min_sigma_null,sum_sigma_nativeness,sum_sigma_null,model_id_null,overfit,min_BIC,delta_BIC,preferred_model,LRT,LRT_pval,I2_star,R2_cond,prop_variance_reduced
"model_883","Soil_Organic_Matter_Herbivore_nativeness","Soil_Organic_Matter","Herbivore_nativeness","no","yes","no","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Organic_Matter'","list(~1 | Citation / species_response_tag / data_point_ID)",5,2,16,22,12," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_883.Rds","outputs/revision/models/model_363.Rds",67.8747974099726,68.2467171917999,132.263766965252,128.660574636178,2.02465865681266e-06,5.47856031608472e-08,0.304014215863174,0.304361595224987,"model_363","no",129.806598189019,2.45716877623306,"no",0.0343938306527036,0.852871594176849,0.00133919799885075,0.230689224468049,0.00114133769589278
"model_884","Soil_Organic_Matter_Herbivore_nativeness","Soil_Organic_Matter","Herbivore_nativeness","no","yes","yes","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Organic_Matter'","list(~1 | Citation / species_response_tag / data_point_ID, ~time_series_clean | experiment_id)",5,2,16,22,12," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_884.Rds","outputs/revision/models/model_364.Rds",55.7674347406366,56.1055612756391,138.638291243013,135.030775653016,3.86490087640106e-10,2.70555555400392e-10,0.181413566540796,0.181006065631799,"model_364","no",129.806598189019,8.8316930539946,"no",0.0300705697292187,0.862330204104005,0.00119383162936016,0.197181729486531,-0.00225131079213013
"model_885","Soil_Organic_Matter_Herbivore_nativeness","Soil_Organic_Matter","Herbivore_nativeness","yes","no","no","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Organic_Matter'","list(~1 | Citation / data_point_ID, ~1 | site_id)",5,2,16,22,12," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_885.Rds","outputs/revision/models/model_365.Rds",68.851430563685,69.2229685381526,133.444197285933,129.846861042617,4.21200253876863e-07,6.01018237576241e-10,0.318057824015635,0.318507899763502,"model_365","no",129.806598189019,3.63759909691402,"no",0.0402499164107013,0.840992732523944,0.00176141072315963,0.289850036347076,0.00141307561979382
"model_886","Soil_Organic_Matter_Herbivore_nativeness","Soil_Organic_Matter","Herbivore_nativeness","yes","no","yes","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Organic_Matter'","list(~1 | Citation / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",5,2,16,22,12," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_886.Rds","outputs/revision/models/model_366.Rds",49.8029485352264,50.0442849065487,139.505611765953,135.90712543438,0,0,0.142760502659147,0.141861982629764,"model_366","yes",129.806598189019,9.69901357693416,"no",0.0390998281538941,0.843251023451816,0.00170548087807128,0.26989254113363,-0.00633376196163842
"model_887","Soil_Organic_Matter_Herbivore_nativeness","Soil_Organic_Matter","Herbivore_nativeness","yes","yes","no","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Organic_Matter'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id)",5,2,16,22,12," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_887.Rds","outputs/revision/models/model_367.Rds",67.8746929039809,68.2467480843307,135.901353327375,132.298162579067,1.24414172243722e-09,3.06763266717619e-10,0.304012758797093,0.304362029108717,"model_367","no",129.806598189019,6.09475513835631,"no",0.0343954114187284,0.852868251736252,0.00133942497941416,0.23072933703101,0.00114754889973109
"model_888","Soil_Organic_Matter_Herbivore_nativeness","Soil_Organic_Matter","Herbivore_nativeness","yes","yes","yes","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Organic_Matter'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",5,2,16,22,12," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_888.Rds","outputs/revision/models/model_368.Rds",55.7674318431162,56.1055605501946,142.275877398603,138.668361817125,4.75517943914861e-15,0,0.181413545231288,0.1810060602999,"model_368","yes",129.806598189019,12.4692792095845,"no",0.0300705782479582,0.862330184798338,0.00119383116694639,0.197181665878354,-0.0022512225873147
"model_889","Soil_Respiration_Herbivore_nativeness","Soil_Respiration","Herbivore_nativeness","no","no","no","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Respiration'","list(~1 | Citation / data_point_ID)",4,2,10,107,8," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_889.Rds","outputs/revision/models/model_369.Rds",66.6637560393829,68.9920576872993,425.563067712472,422.496864333128,0.0634755245152564,0.143039055319236,0.552203342703782,0.606587223554485,"model_369","no",421.806791865965,3.75627584650687,"no",1.69597055545364,0.192815784793808,0.385362105148407,3.18025141338176,0.0896555000483271
"model_890","Soil_Respiration_Herbivore_nativeness","Soil_Respiration","Herbivore_nativeness","no","no","yes","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Respiration'","list(~1 | Citation / data_point_ID, ~time_series_clean | experiment_id)",4,2,10,107,8," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_890.Rds","outputs/revision/models/model_370.Rds",37.5696914226064,48.5510342394743,429.613704613034,427.093685835284,1.81490116697752e-08,0.100312072137812,0.166175909329728,0.257269880553373,"model_370","no",421.806791865965,7.80691274706874,"no",2.24215515704776,0.134293689197978,0.513849649630783,3.83702049953917,0.354079424407191
"model_891","Soil_Respiration_Herbivore_nativeness","Soil_Respiration","Herbivore_nativeness","no","yes","no","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Respiration'","list(~1 | Citation / species_response_tag / data_point_ID)",4,2,10,107,8," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_891.Rds","outputs/revision/models/model_371.Rds",66.1123659266817,68.8798477766984,421.806791865965,418.68153023316,3.45291724250715e-09,2.82913719886873e-08,0.538725295371712,0.603417045433711,"model_371","no",421.806791865965,0,"yes",1.63691230199322,0.200749639531325,0.399509116823242,3.37276744313522,0.107209019949878
"model_892","Soil_Respiration_Herbivore_nativeness","Soil_Respiration","Herbivore_nativeness","no","yes","yes","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Respiration'","list(~1 | Citation / species_response_tag / data_point_ID, ~time_series_clean | experiment_id)",4,2,10,107,8," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_892.Rds","outputs/revision/models/model_372.Rds",53.3430356899427,58.7040579234136,429.85692273553,426.641616634285,3.55320676824093e-07,1.63455886657046e-08,0.315709148068914,0.38755009968205,"model_372","no",421.806791865965,8.05013086956552,"no",1.54686783355271,0.213598429759426,0.389801061289228,3.0976023017732,0.185372037504507
"model_893","Soil_Respiration_Herbivore_nativeness","Soil_Respiration","Herbivore_nativeness","yes","no","no","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Respiration'","list(~1 | Citation / data_point_ID, ~1 | site_id)",4,2,10,107,8," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_893.Rds","outputs/revision/models/model_373.Rds",66.6637257593285,68.9920600145495,430.325241678632,427.259038321489,4.15822056848437e-08,4.52917414340274e-08,0.552202590303685,0.606587289542389,"model_373","no",421.806791865965,8.51844981266692,"no",1.69597057765549,0.192815781880982,0.385361373274301,3.18024976099365,0.0896568394628455
"model_894","Soil_Respiration_Herbivore_nativeness","Soil_Respiration","Herbivore_nativeness","yes","no","yes","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Respiration'","list(~1 | Citation / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",4,2,10,107,8," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_894.Rds","outputs/revision/models/model_374.Rds",37.5692955727991,48.5510361358445,434.375878546686,431.855859811355,5.66603040546717e-09,3.63750482372476e-08,0.16617310478327,0.257269900084934,"model_374","no",421.806791865965,12.5690866807213,"no",2.24215519946699,0.134293685514465,0.513848835059378,3.83704918228735,0.354090374628317
"model_895","Soil_Respiration_Herbivore_nativeness","Soil_Respiration","Herbivore_nativeness","yes","yes","no","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Respiration'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id)",4,2,10,107,8," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_895.Rds","outputs/revision/models/model_375.Rds",66.1123659024476,68.8798463030891,426.568965796012,423.443704172963,1.33008605938553e-09,6.07204152568012e-09,0.538725294788978,0.603417003951105,"model_375","no",421.806791865965,4.76217393004714,"no",1.63691231174892,0.200749638189474,0.399509117969377,3.37276745601011,0.107208959539643
"model_896","Soil_Respiration_Herbivore_nativeness","Soil_Respiration","Herbivore_nativeness","yes","yes","yes","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Respiration'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",4,2,10,107,8," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_896.Rds","outputs/revision/models/model_376.Rds",53.3402531615617,58.7058439924542,434.619093486147,431.4037937278,4.10243220341259e-08,2.80114459263914e-07,0.315673853598998,0.387578653841369,"model_376","no",421.806791865965,12.812301620182,"no",1.54687417645096,0.213597490961784,0.389801716017937,3.09761185025777,0.1855231177716
"model_897","Soil_Respiration_Invasive","Soil_Respiration","Invasive","no","no","no","Soil","!is.na(Invasive) & analysis_group == 'Soil_Respiration'","list(~1 | Citation / data_point_ID)",4,2,10,107,8," ~ Invasive"," ~ 1","outputs/revision/models/model_897.Rds","outputs/revision/models/model_377.Rds",66.6637560393829,68.9920576872993,425.563067712472,422.496864333128,0.0634755245152564,0.143039055319236,0.552203342703782,0.606587223554485,"model_377","no",421.806791865965,3.75627584650687,"no",1.69597055545364,0.192815784793808,0.385362105148407,3.18025141338176,0.0896555000483271
"model_898","Soil_Respiration_Invasive","Soil_Respiration","Invasive","no","no","yes","Soil","!is.na(Invasive) & analysis_group == 'Soil_Respiration'","list(~1 | Citation / data_point_ID, ~time_series_clean | experiment_id)",4,2,10,107,8," ~ Invasive"," ~ 1","outputs/revision/models/model_898.Rds","outputs/revision/models/model_378.Rds",37.5696914226064,48.5510342394743,429.613704613034,427.093685835284,1.81490116697752e-08,0.100312072137812,0.166175909329728,0.257269880553373,"model_378","no",421.806791865965,7.80691274706874,"no",2.24215515704776,0.134293689197978,0.513849649630783,3.83702049953917,0.354079424407191
"model_899","Soil_Respiration_Invasive","Soil_Respiration","Invasive","no","yes","no","Soil","!is.na(Invasive) & analysis_group == 'Soil_Respiration'","list(~1 | Citation / species_response_tag / data_point_ID)",4,2,10,107,8," ~ Invasive"," ~ 1","outputs/revision/models/model_899.Rds","outputs/revision/models/model_379.Rds",66.1123659266817,68.8798477766984,421.806791865965,418.68153023316,3.45291724250715e-09,2.82913719886873e-08,0.538725295371712,0.603417045433711,"model_379","no",421.806791865965,0,"yes",1.63691230199322,0.200749639531325,0.399509116823242,3.37276744313522,0.107209019949878
"model_900","Soil_Respiration_Invasive","Soil_Respiration","Invasive","no","yes","yes","Soil","!is.na(Invasive) & analysis_group == 'Soil_Respiration'","list(~1 | Citation / species_response_tag / data_point_ID, ~time_series_clean | experiment_id)",4,2,10,107,8," ~ Invasive"," ~ 1","outputs/revision/models/model_900.Rds","outputs/revision/models/model_380.Rds",53.3430356899427,58.7040579234136,429.85692273553,426.641616634285,3.55320676824093e-07,1.63455886657046e-08,0.315709148068914,0.38755009968205,"model_380","no",421.806791865965,8.05013086956552,"no",1.54686783355271,0.213598429759426,0.389801061289228,3.0976023017732,0.185372037504507
"model_901","Soil_Respiration_Invasive","Soil_Respiration","Invasive","yes","no","no","Soil","!is.na(Invasive) & analysis_group == 'Soil_Respiration'","list(~1 | Citation / data_point_ID, ~1 | site_id)",4,2,10,107,8," ~ Invasive"," ~ 1","outputs/revision/models/model_901.Rds","outputs/revision/models/model_381.Rds",66.6637257593285,68.9920600145495,430.325241678632,427.259038321489,4.15822056848437e-08,4.52917414340274e-08,0.552202590303685,0.606587289542389,"model_381","no",421.806791865965,8.51844981266692,"no",1.69597057765549,0.192815781880982,0.385361373274301,3.18024976099365,0.0896568394628455
"model_902","Soil_Respiration_Invasive","Soil_Respiration","Invasive","yes","no","yes","Soil","!is.na(Invasive) & analysis_group == 'Soil_Respiration'","list(~1 | Citation / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",4,2,10,107,8," ~ Invasive"," ~ 1","outputs/revision/models/model_902.Rds","outputs/revision/models/model_382.Rds",37.5692955727991,48.5510361358445,434.375878546686,431.855859811355,5.66603040546717e-09,3.63750482372476e-08,0.16617310478327,0.257269900084934,"model_382","no",421.806791865965,12.5690866807213,"no",2.24215519946699,0.134293685514465,0.513848835059378,3.83704918228735,0.354090374628317
"model_903","Soil_Respiration_Invasive","Soil_Respiration","Invasive","yes","yes","no","Soil","!is.na(Invasive) & analysis_group == 'Soil_Respiration'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id)",4,2,10,107,8," ~ Invasive"," ~ 1","outputs/revision/models/model_903.Rds","outputs/revision/models/model_383.Rds",66.1123659024476,68.8798463030891,426.568965796012,423.443704172963,1.33008605938553e-09,6.07204152568012e-09,0.538725294788978,0.603417003951105,"model_383","no",421.806791865965,4.76217393004714,"no",1.63691231174892,0.200749638189474,0.399509117969377,3.37276745601011,0.107208959539643
"model_904","Soil_Respiration_Invasive","Soil_Respiration","Invasive","yes","yes","yes","Soil","!is.na(Invasive) & analysis_group == 'Soil_Respiration'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",4,2,10,107,8," ~ Invasive"," ~ 1","outputs/revision/models/model_904.Rds","outputs/revision/models/model_384.Rds",53.3402531615617,58.7058439924542,434.619093486147,431.4037937278,4.10243220341259e-08,2.80114459263914e-07,0.315673853598998,0.387578653841369,"model_384","no",421.806791865965,12.812301620182,"no",1.54687417645096,0.213597490961784,0.389801716017937,3.09761185025777,0.1855231177716
"model_905","Soil_Total_C_Africa_Comparison","Soil_Total_C","Africa_Comparison","no","no","no","Soil","!is.na(Africa_Comparison) & analysis_group == 'Soil_Total_C'","list(~1 | Citation / data_point_ID)",6,2,13,30,9," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_905.Rds","outputs/revision/models/model_385.Rds",76.1179583322787,76.6863485268176,114.755379198711,111.705365897287,7.19872895276422e-10,0.00983368341221927,0.286377623957979,0.296349060723805,"model_385","no",110.729824162201,4.02555503650991,"no",0.711186814269269,0.399050099668007,0.729753634674446,2.7781788600465,0.0336476071207089
"model_906","Soil_Total_C_Africa_Comparison","Soil_Total_C","Africa_Comparison","no","no","yes","Soil","!is.na(Africa_Comparison) & analysis_group == 'Soil_Total_C'","list(~1 | Citation / data_point_ID, ~time_series_clean | experiment_id)",6,2,13,30,9," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_906.Rds","outputs/revision/models/model_386.Rds",4.95207205961643e-07,6.03252643036906e-07,119.234169180641,116.175318183512,0,9.68863744057082e-14,4.44949128083094e-10,5.43494347611319e-10,"model_386","yes",110.729824162201,8.50434501843921,"no",0.702349118564683,0.401995480408198,0.816944172066473,2.81497533961593,0.181317836995611
"model_907","Soil_Total_C_Africa_Comparison","Soil_Total_C","Africa_Comparison","no","yes","no","Soil","!is.na(Africa_Comparison) & analysis_group == 'Soil_Total_C'","list(~1 | Citation / species_response_tag / data_point_ID)",6,2,13,30,9," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_907.Rds","outputs/revision/models/model_387.Rds",73.9320000315939,73.9745381744543,110.729824162201,106.988317424524,3.4363236241777e-10,4.35861367776889e-10,0.254828586637364,0.256082330458295,"model_387","no",110.729824162201,0,"yes",0.0196933780165125,0.888396815703394,0.0273550878676563,0.120233849101432,0.00489586227479045
"model_908","Soil_Total_C_Africa_Comparison","Soil_Total_C","Africa_Comparison","no","yes","yes","Soil","!is.na(Africa_Comparison) & analysis_group == 'Soil_Total_C'","list(~1 | Citation / species_response_tag / data_point_ID, ~time_series_clean | experiment_id)",6,2,13,30,9," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_908.Rds","outputs/revision/models/model_388.Rds",60.9100928559141,61.1655667888701,116.680174214804,112.943001017411,3.21354224495224e-15,2.69763575447161e-15,0.140006443959367,0.141901121941649,"model_388","no",110.729824162201,5.9503500526029,"no",0.024026918300649,0.876816438997675,0.0357495251384149,0.146185140410094,0.0133521000846028
"model_909","Soil_Total_C_Africa_Comparison","Soil_Total_C","Africa_Comparison","yes","no","no","Soil","!is.na(Africa_Comparison) & analysis_group == 'Soil_Total_C'","list(~1 | Citation / data_point_ID, ~1 | site_id)",6,2,13,30,9," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_909.Rds","outputs/revision/models/model_389.Rds",76.1179583175616,76.6863557290289,118.516579310788,115.466566023514,5.82685298665517e-13,2.82215386092924e-10,0.286377623726131,0.296349180106448,"model_389","no",110.729824162201,7.7867551485863,"no",0.711186828420267,0.399050094976925,0.729753639266647,2.77817887923006,0.0336479971928237
"model_910","Soil_Total_C_Africa_Comparison","Soil_Total_C","Africa_Comparison","yes","no","yes","Soil","!is.na(Africa_Comparison) & analysis_group == 'Soil_Total_C'","list(~1 | Citation / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",6,2,13,30,9," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_910.Rds","outputs/revision/models/model_390.Rds",5.47218779516961e-07,6.62591518335733e-07,122.995369297416,119.936518299997,0,0,4.9168209996174e-10,5.96955105561518e-10,"model_390","yes",110.729824162201,12.2655451352148,"no",0.702349118273986,0.401995480505599,0.816944163268638,2.81497506601101,0.17634995432488
"model_911","Soil_Total_C_Africa_Comparison","Soil_Total_C","Africa_Comparison","yes","yes","no","Soil","!is.na(Africa_Comparison) & analysis_group == 'Soil_Total_C'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id)",6,2,13,30,9," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_911.Rds","outputs/revision/models/model_391.Rds",73.9320000264033,73.9745381644567,114.4910242765,110.749517536902,2.22946406352537e-11,2.2983941599519e-11,0.254828586568731,0.256082330325312,"model_391","no",110.729824162201,3.76120011429899,"no",0.0196933760946365,0.888396821113415,0.0273550879714467,0.120233849589417,0.00489586202604681
"model_912","Soil_Total_C_Africa_Comparison","Soil_Total_C","Africa_Comparison","yes","yes","yes","Soil","!is.na(Africa_Comparison) & analysis_group == 'Soil_Total_C'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",6,2,13,30,9," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_912.Rds","outputs/revision/models/model_392.Rds",60.9100928473248,61.1655668092991,120.441374326346,116.704201133947,0,0,0.14000644390886,0.141901122063691,"model_392","yes",110.729824162201,9.71155016414427,"no",0.0240269232948265,0.876816426297562,0.0357495249825696,0.146185139854193,0.013352101289096
"model_913","Soil_Total_C_Herbivore_nativeness","Soil_Total_C","Herbivore_nativeness","no","no","no","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Total_C'","list(~1 | Citation / data_point_ID)",9,2,13,119,28," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_913.Rds","outputs/revision/models/model_393.Rds",65.5453855529747,65.5397334306377,347.342282876044,342.476927910117,0.0770646828548242,0.0768945872751287,0.251481092654344,0.251464422023269,"model_393","no",339.461934074215,7.88034880182869,"no",0.0174469566594553,0.89491553492883,0.00448983003515526,0.0280302189750873,-6.62941935918667e-05
"model_914","Soil_Total_C_Herbivore_nativeness","Soil_Total_C","Herbivore_nativeness","no","no","yes","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Total_C'","list(~1 | Citation / data_point_ID, ~time_series_clean | experiment_id)",9,2,13,119,28," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_914.Rds","outputs/revision/models/model_394.Rds",31.7204406139882,31.6511446011712,350.232401682853,345.359023219438,5.76329204955184e-10,5.87898421011968e-10,0.061412830170103,0.0612278041499652,"model_394","no",339.461934074215,10.7704676086377,"no",0.00942345917144394,0.922667228713611,0.00253661817381283,0.0161827854810848,-0.0030219280718389
"model_915","Soil_Total_C_Herbivore_nativeness","Soil_Total_C","Herbivore_nativeness","no","yes","no","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Total_C'","list(~1 | Citation / species_response_tag / data_point_ID)",9,2,13,119,28," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_915.Rds","outputs/revision/models/model_395.Rds",61.6849292845172,61.6872155736237,339.461934074215,334.589492183164,1.20115404120519e-09,1.23298789580102e-09,0.212823729972299,0.212883480475166,"model_395","no",339.461934074215,0,"yes",0.010360031535015,0.918927935245354,0.00258207601915286,0.0190497777340159,0.000280672331800641
"model_916","Soil_Total_C_Herbivore_nativeness","Soil_Total_C","Herbivore_nativeness","no","yes","yes","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Total_C'","list(~1 | Citation / species_response_tag / data_point_ID, ~time_series_clean | experiment_id)",9,2,13,119,28," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_916.Rds","outputs/revision/models/model_396.Rds",46.1832007096793,46.1793033072719,343.413051459786,338.5371933924,3.40148767954759e-14,3.69126826513301e-14,0.113442757361609,0.113445839087849,"model_396","no",339.461934074215,3.95111738557051,"no",0.00694385520000651,0.933589307471255,0.0017900975707419,0.0131810862089567,2.71647357438099e-05
"model_917","Soil_Total_C_Herbivore_nativeness","Soil_Total_C","Herbivore_nativeness","yes","no","no","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Total_C'","list(~1 | Citation / data_point_ID, ~1 | site_id)",9,2,13,119,28," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_917.Rds","outputs/revision/models/model_397.Rds",65.545357085759,65.5396999381147,352.225084825194,347.35972985944,8.57900046797385e-10,8.7673271567427e-10,0.251480775653474,0.25146404911614,"model_397","no",339.461934074215,12.7631507509788,"no",0.0174469568324866,0.894915534410762,0.00448981565018868,0.028030164517357,-6.65166149720309e-05
"model_918","Soil_Total_C_Herbivore_nativeness","Soil_Total_C","Herbivore_nativeness","yes","no","yes","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Total_C'","list(~1 | Citation / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",9,2,13,119,28," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_918.Rds","outputs/revision/models/model_398.Rds",31.7204404990724,31.6511444609075,355.11520362089,350.241825153015,2.44845102928615e-10,1.97170694174852e-10,0.0614128298442595,0.061227803752981,"model_398","no",339.461934074215,15.6532695466744,"no",0.00942345471196404,0.922667246954369,0.0025366180565359,0.0161827846815647,-0.00302192925333385
"model_919","Soil_Total_C_Herbivore_nativeness","Soil_Total_C","Herbivore_nativeness","yes","yes","no","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Total_C'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id)",9,2,13,119,28," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_919.Rds","outputs/revision/models/model_399.Rds",61.6849292100202,61.6872154916879,344.344735985603,339.472294094114,3.92749809030378e-11,4.36029797245641e-11,0.212823729301473,0.212883479737132,"model_399","no",339.461934074215,4.88280191138762,"no",0.010360031097548,0.918927936951143,0.00258207598212553,0.0190497775209254,0.000280672017071041
"model_920","Soil_Total_C_Herbivore_nativeness","Soil_Total_C","Herbivore_nativeness","yes","yes","yes","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Total_C'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",9,2,13,119,28," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_920.Rds","outputs/revision/models/model_400.Rds",46.1832006404975,46.1793032036762,348.295853370482,343.41999530723,1.95574831603604e-11,2.32583146225293e-11,0.113442757045842,0.113445838614988,"model_400","no",339.461934074215,8.83391929626635,"no",0.00694385933422836,0.933589287747226,0.0017900975293167,0.0131810859227947,2.71633511041851e-05
"model_921","Soil_Total_C_Invasive","Soil_Total_C","Invasive","no","no","no","Soil","!is.na(Invasive) & analysis_group == 'Soil_Total_C'","list(~1 | Citation / data_point_ID)",5,2,7,119,28," ~ Invasive"," ~ 1","outputs/revision/models/model_921.Rds","outputs/revision/models/model_401.Rds",67.7050381133154,67.7036663921013,340.032061641731,335.196959785933,0.0845759121636677,0.0846325156487077,0.273271619303827,0.273300694069172,"model_401","no",332.703316771764,7.32874486996741,"no",0.00118005115359665,0.972596560871734,0.000310719732738381,0.00186824202133342,0.000106383796219389
"model_922","Soil_Total_C_Invasive","Soil_Total_C","Invasive","no","no","yes","Soil","!is.na(Invasive) & analysis_group == 'Soil_Total_C'","list(~1 | Citation / data_point_ID, ~time_series_clean | experiment_id)",5,2,7,119,28," ~ Invasive"," ~ 1","outputs/revision/models/model_922.Rds","outputs/revision/models/model_402.Rds",34.0619608627138,34.149716454701,343.215953688335,338.390234639338,5.03752697128616e-10,7.59695182592787e-10,0.0673351663448653,0.0676100445306475,"model_402","no",332.703316771764,10.5126369165711,"no",0.0105628579549375,0.918140939795044,0.0028912018243891,0.0179120889646841,0.00406564124739758
"model_923","Soil_Total_C_Invasive","Soil_Total_C","Invasive","no","yes","no","Soil","!is.na(Invasive) & analysis_group == 'Soil_Total_C'","list(~1 | Citation / species_response_tag / data_point_ID)",5,2,7,119,28," ~ Invasive"," ~ 1","outputs/revision/models/model_923.Rds","outputs/revision/models/model_403.Rds",64.0118255215415,64.008466129436,332.703316771764,327.869791010993,1.44307442316564e-09,1.46237458336795e-09,0.231850862127205,0.231856264048628,"model_403","no",332.703316771764,0,"yes",0.00275614618090003,0.958131083168338,0.000694028256280278,0.00491828875131413,2.32985787364723e-05
"model_924","Soil_Total_C_Invasive","Soil_Total_C","Invasive","no","yes","yes","Soil","!is.na(Invasive) & analysis_group == 'Soil_Total_C'","list(~1 | Citation / species_response_tag / data_point_ID, ~time_series_clean | experiment_id)",5,2,7,119,28," ~ Invasive"," ~ 1","outputs/revision/models/model_924.Rds","outputs/revision/models/model_404.Rds",48.5933105492693,48.6034885315271,336.771205274935,331.942978127893,1.251948949722e-13,1.18162754809867e-13,0.12321545091204,0.123286512895654,"model_404","no",332.703316771764,4.06788850317173,"no",0.00805475990932791,0.928487221612249,0.00208342441193122,0.0148488738295632,0.000576397060349975
"model_925","Soil_Total_C_Invasive","Soil_Total_C","Invasive","yes","no","no","Soil","!is.na(Invasive) & analysis_group == 'Soil_Total_C'","list(~1 | Citation / data_point_ID, ~1 | site_id)",5,2,7,119,28," ~ Invasive"," ~ 1","outputs/revision/models/model_925.Rds","outputs/revision/models/model_405.Rds",67.7050162721816,67.7036457276276,344.868343586442,340.03324173289,1.37197181920174e-09,1.44921717234415e-09,0.273271346334624,0.273300435784048,"model_405","no",332.703316771764,12.1650268146785,"no",0.00118005339925276,0.972596534807411,0.000310720428315282,0.00186824806964582,0.000106437625464062
