response_key,Response_Highest_Level,Response_Cat,Response_Sphere,Species_Class,Species_Nativeness,Strata_or_soil_depth,woody_height_class,age_class,Species_Level,Species,Response,Units,Response_Dimension,Response_Living,analysis_group_category,eco_response_coarse,eco_response_fine,eco_response_fine2,eco_response_fine3,eco_response_fine4
response combo 3327,PLANT_NUTRIENTS,Total_N,vegetation,Shrubs,Reported_Native,,,,Species,Rhododendron tomentosum,New growth stem nitrogen concentration,%,Aboveground,Living,Plants,Plant_Total_N,Woody_Total_N,,,Native_Plant_Total_N
response combo 3328,PLANT_NUTRIENTS,Total_N,vegetation,Shrubs,Reported_Native,,,,Species,Rhododendron tomentosum,Old stem nitrogen concentration,%,Aboveground,Living,Plants,Plant_Total_N,Woody_Total_N,,,Native_Plant_Total_N
response combo 3329,PLANT_NUTRIENTS,Total_N,vegetation,Graminoids,Reported_Native,,,,Higher_level,total,Blades and sheaths nitrogen concentration,%,Aboveground,Living,Plants,Plant_Total_N,Graminoid_Total_N,,,Native_Plant_Total_N
response combo 3330,PLANT_NUTRIENTS,Total_N,vegetation,Mosses,Reported_Native,,,,Higher_level,total,Live tissue nitrogen concentration,%,Aboveground,Living,Plants,Plant_Total_N,Forb_Total_N,,,Native_Plant_Total_N
response combo 3331,PLANT_NUTRIENTS,Total_N,vegetation,Lichen,Reported_Native,,,,Higher_level,total,All tissue nitrogen concentration,%,Aboveground,Living,Plants,Plant_Total_N,Lichen_Total_N,,,Native_Plant_Total_N
response combo 3332,BIOMASS,Biomass,vegetation,Shrubs,Reported_Native,,,,Species,Vaccinium vitis-idaea,Old leaf biomass,g / m2,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,Not_NFixing_Abundance,,Native_Plant_Abundance
response combo 3333,PLANT_NUTRIENTS,Omit,vegetation,Shrubs,Reported_Native,,,,Species,Betula glandulosa,New growth leaf total phenolics concentrations concentration,mg / g dw,Aboveground,Living,,,,,,
response combo 3334,PLANT_NUTRIENTS,Omit,vegetation,Shrubs,Reported_Native,,,,Species,Betula glandulosa,New growth stem total phenolics concentrations concentration,mg / g dw,Aboveground,Living,,,,,,
response combo 3335,PLANT_NUTRIENTS,Omit,vegetation,Shrubs,Reported_Native,,,,Species,Betula glandulosa,Old stem total phenolics concentrations concentration,mg / g dw,Aboveground,Living,,,,,,
response combo 3336,PLANT_NUTRIENTS,Omit,vegetation,Shrubs,Reported_Native,,,,Species,Vaccinium uliginosum,New growth leaf total phenolics concentrations concentration,mg / g dw,Aboveground,Living,,,,,,
response combo 3337,PLANT_NUTRIENTS,Omit,vegetation,Shrubs,Reported_Native,,,,Species,Vaccinium uliginosum,New growth stem total phenolics concentrations concentration,mg / g dw,Aboveground,Living,,,,,,
response combo 3338,PLANT_NUTRIENTS,Omit,vegetation,Shrubs,Reported_Native,,,,Species,Vaccinium uliginosum,Old stem total phenolics concentrations concentration,mg / g dw,Aboveground,Living,,,,,,
response combo 3339,PLANT_NUTRIENTS,Omit,vegetation,Shrubs,Reported_Native,,,,Species,Vaccinium vitis-idaea,New growth leaf total phenolics concentrations concentration,mg / g dw,Aboveground,Living,,,,,,
response combo 3340,PLANT_NUTRIENTS,Omit,vegetation,Shrubs,Reported_Native,,,,Species,Vaccinium vitis-idaea,Old leaf total phenolics concentrations concentration,mg / g dw,Aboveground,Living,,,,,,
response combo 3341,PLANT_NUTRIENTS,Omit,vegetation,Shrubs,Reported_Native,,,,Species,Vaccinium vitis-idaea,New growth stem total phenolics concentrations concentration,mg / g dw,Aboveground,Living,,,,,,
response combo 3342,PLANT_NUTRIENTS,Omit,vegetation,Shrubs,Reported_Native,,,,Species,Vaccinium vitis-idaea,Old stem total phenolics concentrations concentration,mg / g dw,Aboveground,Living,,,,,,
response combo 3343,BIOMASS,Biomass,vegetation,Shrubs,Reported_Native,,,,Species,Vaccinium vitis-idaea,Old stem biomass,g / m2,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,Not_NFixing_Abundance,,Native_Plant_Abundance
response combo 3344,PLANT_NUTRIENTS,Omit,vegetation,Shrubs,Reported_Native,,,,Species,Rhododendron tomentosum,New growth leaf total phenolics concentrations concentration,mg / g dw,Aboveground,Living,,,,,,
response combo 3345,PLANT_NUTRIENTS,Omit,vegetation,Shrubs,Reported_Native,,,,Species,Rhododendron tomentosum,Old leaf total phenolics concentrations concentration,mg / g dw,Aboveground,Living,,,,,,
response combo 3346,PLANT_NUTRIENTS,Omit,vegetation,Shrubs,Reported_Native,,,,Species,Rhododendron tomentosum,New growth stem total phenolics concentrations concentration,mg / g dw,Aboveground,Living,,,,,,
response combo 3347,PLANT_NUTRIENTS,Omit,vegetation,Shrubs,Reported_Native,,,,Species,Rhododendron tomentosum,Old stem total phenolics concentrations concentration,mg / g dw,Aboveground,Living,,,,,,
response combo 3348,PLANT_NUTRIENTS,Omit,vegetation,Shrubs,Reported_Native,,,,Species,Rubus chamaemorus,Shoots total phenolics concentrations concentration,mg / g dw,Aboveground,Living,,,,,,
response combo 3349,PLANT_NUTRIENTS,Omit,vegetation,Graminoids,Reported_Native,,,,Higher_level,total,Blades and sheaths total phenolics concentrations concentration,mg / g dw,Aboveground,Living,,,,,,
response combo 3350,PLANT_NUTRIENTS,Omit,vegetation,Mosses,Reported_Native,,,,Higher_level,total,Live tissue total phenolics concentrations concentration,mg / g dw,Aboveground,Living,,,,,,
response combo 3351,PLANT_NUTRIENTS,Omit,vegetation,Lichen,Reported_Native,,,,Higher_level,total,All tissue total phenolics concentrations concentration,mg / g dw,Aboveground,Living,,,,,,
response combo 3352,SOIL_NUTRIENTS,Omit,soil,Nutrients,Unspecified,0-10 cm (A-horizon),,,,Soil,Nh4-n,g/m2,Belowground,Abiotic,,,,,,
response combo 3353,SOIL_NUTRIENTS,Omit,soil,Nutrients,Unspecified,0-10 cm (A-horizon),,,,Soil,Dissolved Total Nitrogen,g/m2,Belowground,Abiotic,,,,,,
response combo 3354,PRIMARY_PRODUCTIVITY,Primary_Productivity,vegetation,Shrubs,Reported_Native,,,,Species,Vaccinium uliginosum,New growth leaf biomass (this year),g / m2,Aboveground,Living,Plants,Biomass_Accumulation_Rate,,,,Aboveground_Biomass_Accumulation_Rate
response combo 3355,SOIL_NUTRIENTS,Omit,soil,Nutrients,Unspecified,0-10 cm (A-horizon),,,,Soil,Dissolved Total Carbon,g/m2,Belowground,Abiotic,,,,,,
response combo 3356,SOIL_NUTRIENTS,Total_C,soil,Nutrients,Unspecified,0-10 cm (A-horizon),,,,Soil,% C,%,Belowground,Abiotic,Soil,Soil_Total_C,,,,
response combo 3357,SOIL_NUTRIENTS,Total_N,soil,Nutrients,Unspecified,0-10 cm (A-horizon),,,,Soil,% N,%,Belowground,Abiotic,Soil,Soil_Total_N,,,,
response combo 3358,SOIL_STRUCTURE,Soil_Compaction,soil,Nutrients,Unspecified,A horizon (up to 10cm depth),,,,density,Bulk density (g dw soil/cm3),g dw soil / cm3,Belowground,Living,Soil,Soil_Compaction,,,,
response combo 3359,SOIL_STRUCTURE,Soil_Moisture,soil,Nutrients,Unspecified,A horizon (up to 10cm depth),,,,moisture,Soil moisture (% of dw),% of dw,Belowground,Living,Soil,Soil_Moisture,,,,
response combo 3360,PRIMARY_PRODUCTIVITY,Primary_Productivity,vegetation,Shrubs,Reported_Native,,,,Species,Vaccinium uliginosum,New growth stem biomass (this year),g / m2,Aboveground,Living,Plants,Biomass_Accumulation_Rate,,,,Aboveground_Biomass_Accumulation_Rate
response combo 3361,DIVERSITY,Diversity_Miscellany,vegetation,Total,Unspecified,,,,Higher_level,total,Functional evenness,metric,Aboveground,Living,,,,,,
response combo 3362,DIVERSITY,Richness,vegetation,Annual Herbs,Unspecified,,,,Higher_level,total,Richness,count,Aboveground,Living,Plants,Plant_Diversity,Forb_Diversity,,,Native_Plant_Diversity
response combo 3363,DIVERSITY,Richness,vegetation,Perennial Herbs,Unspecified,,,,Higher_level,total,Richness,count,Aboveground,Living,Plants,Plant_Diversity,Forb_Diversity,,,Native_Plant_Diversity
response combo 3364,DIVERSITY,Diversity_Miscellany,vegetation,Total,Unspecified,,,,Higher_level,total,Functional divergence,metric,Aboveground,Living,,,,,,
response combo 3365,DIVERSITY,Richness,vegetation,Exotics,Reported_Introduced,,,,Higher_level,total,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,,,Introduced_Plant_Diversity
response combo 3366,DIVERSITY,Proportion_Native,vegetation,Exotics,Reported_Introduced,,,,Higher_level,total,Alien:native richness ratio,ratio,Aboveground,Living,,,,,,
response combo 3367,DIVERSITY,Richness,vegetation,"Annual, Rhizomatous Perennial, And Other Monocotyledonous Species",Unspecified,,,,Higher_level,total,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,,,Native_Plant_Diversity
response combo 3368,DIVERSITY,Richness,vegetation,Prennial Tussock Grasses,Unspecified,,,,Higher_level,total,Richness,count,Aboveground,Living,Plants,Plant_Diversity,Graminoid_Diversity,,,Native_Plant_Diversity
response combo 3369,DIVERSITY,Richness,vegetation,Shrubs,Unspecified,,,,Higher_level,total,Richness,count,Aboveground,Living,Plants,Plant_Diversity,Woody_Diversity,,,Native_Plant_Diversity
response combo 3370,DIVERSITY,Richness,vegetation,Rosette Herbs,Unspecified,,,,Higher_level,total,Richness,count,Aboveground,Living,Plants,Plant_Diversity,Forb_Diversity,,,Native_Plant_Diversity
response combo 3371,DIVERSITY,Richness,vegetation,Prostrate Herbs,Unspecified,,,,Higher_level,total,Richness,count,Aboveground,Living,Plants,Plant_Diversity,Forb_Diversity,,,Native_Plant_Diversity
response combo 3372,DIVERSITY,Functional_Diversity,vegetation,Total,Unspecified,,,,Higher_level,total,Functional richness,metric,Aboveground,Living,Plants,Plant_Diversity,,,,Native_Plant_Diversity
response combo 3373,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,Perennial Herbs,Unspecified,,,,Higher_level,total,Frequency,%,Aboveground,Living,Plants,Plant_Abundance,Forb_Abundance,,,Native_Plant_Abundance
response combo 3374,BIOMASS,Biomass,vegetation,Total Vegetation,Unspecified,,,,Higher_level,total,Biomass,g,Aboveground,Living,Plants,Plant_Abundance,,,,Native_Plant_Abundance
response combo 3375,BIOMASS,Biomass,vegetation,Grass,Unspecified,,,,Higher_level,total,Biomass,g,Aboveground,Living,Plants,Plant_Abundance,Graminoid_Abundance,,,Native_Plant_Abundance
response combo 3376,BIOMASS,Biomass,vegetation,Forb,Unspecified,,,,Higher_level,total,Biomass,g,Aboveground,Living,Plants,Plant_Abundance,Forb_Abundance,,,Native_Plant_Abundance
response combo 3377,BIOMASS,Biomass,vegetation,Relative Grass,Unspecified,,,,Higher_level,total,Biomass,ratio,Aboveground,Living,Plants,Plant_Abundance,Graminoid_Abundance,,,Native_Plant_Abundance
response combo 3378,BIOMASS,Biomass,vegetation,Relative Forb,Unspecified,,,,Higher_level,total,Biomass,ratio,Aboveground,Living,Plants,Plant_Abundance,Forb_Abundance,,,Native_Plant_Abundance
response combo 3379,DIVERSITY,Diversity_Metrics,vegetation,Total,Unspecified,,,,Higher_level,total,Diversity,metric,Aboveground,Living,Plants,Plant_Diversity,,,,Native_Plant_Diversity
response combo 3380,DIVERSITY,Evenness,vegetation,Total,Unspecified,,,,Higher_level,total,Evenness,metric,Aboveground,Living,Plants,Plant_Eveness,,,,Native_Plant_Eveness
response combo 3381,DIVERSITY,Proportion_Native,vegetation,Exotics,Reported_Introduced,,,,Higher_level,total,Alien:native richness ratio,%,Aboveground,Living,,,,,,
response combo 3382,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,Grass And Graminoids,Unspecified,,,,Higher_level,total,Frequency,%,Aboveground,Living,Plants,Plant_Abundance,Graminoid_Abundance,,,Native_Plant_Abundance
response combo 3383,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,Perennial Tussock Grass,Unspecified,,,,Higher_level,total,Frequency,%,Aboveground,Living,Plants,Plant_Abundance,Graminoid_Abundance,,,Native_Plant_Abundance
response combo 3384,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,Shrubs,Unspecified,,,,Higher_level,total,Frequency,%,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Native_Plant_Abundance
response combo 3385,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,Rosette Herbs,Unspecified,,,,Higher_level,total,Frequency,%,Aboveground,Living,Plants,Plant_Abundance,Forb_Abundance,,,Native_Plant_Abundance
response combo 3386,ABUNDANCE,Abundance_Density_Freq_Counts,vegetation,Annual Herbs,Unspecified,,,,Higher_level,total,Frequency,%,Aboveground,Living,Plants,Plant_Abundance,Forb_Abundance,,,Native_Plant_Abundance
response combo 3387,,Demography,vegetation,Exotic Tree,Reported_Introduced,,,,Species,Pinus halepensis,Emergence,%,Aboveground,,,,,,,
response combo 3388,BIOMASS,Biomass,vegetation,Perennial Grasses,Reported_Native,,,,Higher_level,Nasella tenuis and Piptochaetium lejopodum,Belowground biomass,mg,Belowground,Living,Plants,Plant_Abundance,Graminoid_Abundance,,,Native_Plant_Abundance
response combo 3389,,Demography,vegetation,Exotic Tree,Reported_Introduced,,,,Species,Pinus halepensis,Survival,%,Aboveground,,,,,,,
response combo 3390,BIOMASS,Biomass_Proxy,vegetation,Exotic Tree,Reported_Introduced,,,,Species,Pinus halepensis,Height,cm,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Introduced_Plant_Abundance
response combo 3391,,Morphology,vegetation,Exotic Tree,Reported_Introduced,,,,Species,Pinus halepensis,Root length,cm,Aboveground,,,,,,,
response combo 3392,BIOMASS,Biomass,vegetation,Exotic Tree,Reported_Introduced,,,,Species,Pinus halepensis,Aboveground biomass,mg,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Introduced_Plant_Abundance
response combo 3393,BIOMASS,Biomass,vegetation,Exotic Tree,Reported_Introduced,,,,Species,Pinus halepensis,Belowground biomass,mg,Belowground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Introduced_Plant_Abundance
response combo 3394,BIOMASS,Biomass_Proxy,vegetation,Perennial Grasses,Reported_Native,,,,Higher_level,Nasella tenuis and Piptochaetium lejopodum,Height,cm,Aboveground,Living,Plants,Plant_Abundance,Graminoid_Abundance,,,Native_Plant_Abundance
response combo 3395,ABUNDANCE,Cover,vegetation,Perennial Grasses,Reported_Native,,,,Higher_level,Nasella tenuis and Piptochaetium lejopodum,Cover,%,Aboveground,Living,Plants,Plant_Abundance,Graminoid_Abundance,,,Native_Plant_Abundance
response combo 3396,BIOMASS,Biomass,vegetation,Perennial Grasses,Reported_Native,,,,Higher_level,Nasella tenuis and Piptochaetium lejopodum,Aboveground biomass,mg,Aboveground,Living,Plants,Plant_Abundance,Graminoid_Abundance,,,Native_Plant_Abundance
response combo 3397,ABUNDANCE,Cover,vegetation,Prostrate Herbs,Unspecified,,,,Higher_level,total,Cover,%,Aboveground,Living,Plants,Plant_Abundance,Forb_Abundance,,,Native_Plant_Abundance
response combo 3398,ABUNDANCE,Cover,vegetation,Annual Herbs,Unspecified,,,,Higher_level,total,Cover,%,Aboveground,Living,Plants,Plant_Abundance,Forb_Abundance,,,Native_Plant_Abundance
response combo 3399,ABUNDANCE,Cover,vegetation,Perennial Herbs,Unspecified,,,,Higher_level,total,Cover,%,Aboveground,Living,Plants,Plant_Abundance,Forb_Abundance,,,Native_Plant_Abundance
response combo 3400,BIOMASS,Biomass,vegetation,Grasses And Graminoids,Unspecified,,,,Higher_level,total,Aboveground biomass,g / m2,Aboveground,Living,Plants,Plant_Abundance,Graminoid_Abundance,,,Native_Plant_Abundance
response combo 3401,BIOMASS,Biomass,vegetation,Forbs,Unspecified,,,,Higher_level,total,Aboveground biomass,g / m2,Aboveground,Living,Plants,Plant_Abundance,Forb_Abundance,,,Native_Plant_Abundance
response combo 3402,ABUNDANCE,Cover,vegetation,Exotics,Reported_Introduced,,,,Higher_level,total,Cover,%,Aboveground,Living,Plants,Plant_Abundance,,,,Introduced_Plant_Abundance
response combo 3403,ABUNDANCE,Cover,vegetation,Grasses And Graminoids,Unspecified,,,,Higher_level,total,Cover,%,Aboveground,Living,Plants,Plant_Abundance,Graminoid_Abundance,,,Native_Plant_Abundance
response combo 3404,ABUNDANCE,Cover,vegetation,Perennial Tussock Grass,Unspecified,,,,Higher_level,total,Cover,%,Aboveground,Living,Plants,Plant_Abundance,Graminoid_Abundance,,,Native_Plant_Abundance
response combo 3405,ABUNDANCE,Cover,vegetation,Shrubs,Unspecified,,,,Higher_level,total,Cover,%,Aboveground,Living,Plants,Plant_Abundance,Woody_Abundance,,,Native_Plant_Abundance
response combo 3406,ABUNDANCE,Cover,vegetation,Rossettes,Unspecified,,,,Higher_level,total,Cover,%,Aboveground,Living,Plants,Plant_Abundance,Forb_Abundance,,,Native_Plant_Abundance
response combo 3407,DIVERSITY,Richness,vegetation,Forbs,Inferred_Native,,,,Higher_level,total,Richness,count,Aboveground,Living,Plants,Plant_Diversity,Forb_Diversity,,,Native_Plant_Diversity
response combo 3408,DIVERSITY,Richness,vegetation,Grasses,Inferred_Native,,,,Higher_level,total,Margalef species richness,index,Aboveground,Living,Plants,Plant_Diversity,Graminoid_Diversity,,,Native_Plant_Diversity
response combo 3409,DIVERSITY,Richness,vegetation,Forbs,Inferred_Native,,,,Higher_level,total,Margalef species richness,index,Aboveground,Living,Plants,Plant_Diversity,Forb_Diversity,,,Native_Plant_Diversity
response combo 3410,DIVERSITY,Functional_Diversity,vegetation,Forbs,Inferred_Native,,,,Higher_level,total,Margalef trait richness,index,Aboveground,Living,Plants,Plant_Diversity,Forb_Diversity,,,Native_Plant_Diversity
response combo 3411,DIVERSITY,Functional_Diversity,vegetation,Grasses,Inferred_Native,,,,Higher_level,total,Margalef trait richness,index,Aboveground,Living,Plants,Plant_Diversity,Graminoid_Diversity,,,Native_Plant_Diversity
response combo 3412,DIVERSITY,Diversity_Metrics,vegetation,Forbs,Inferred_Native,,,,Higher_level,total,Shannon-Wiener Diversity Index,H' index,Aboveground,Living,Plants,Plant_Diversity,Forb_Diversity,,,Native_Plant_Diversity
response combo 3413,DIVERSITY,Diversity_Metrics,vegetation,Grasses,Inferred_Native,,,,Higher_level,total,Shannon-Wiener Diversity Index,H' index,Aboveground,Living,Plants,Plant_Diversity,Graminoid_Diversity,,,Native_Plant_Diversity
response combo 3414,DIVERSITY,Richness,vegetation,Grasses,Inferred_Native,,,,Higher_level,total,Richness,count,Aboveground,Living,Plants,Plant_Diversity,Graminoid_Diversity,,,Native_Plant_Diversity
response combo 3415,DIVERSITY,Functional_Diversity,vegetation,Forbs,Inferred_Native,,,,Higher_level,total,Shannon trait diversity,H' index,Aboveground,Living,Plants,Plant_Diversity,Forb_Diversity,,,Native_Plant_Diversity
response combo 3416,DIVERSITY,Functional_Diversity,vegetation,Grasses,Inferred_Native,,,,Higher_level,total,Shannon trait diversity,H' index,Aboveground,Living,Plants,Plant_Diversity,Graminoid_Diversity,,,Native_Plant_Diversity
response combo 3417,DIVERSITY,Evenness,vegetation,Forbs,Inferred_Native,,,,Higher_level,total,Species evenness,index,Aboveground,Living,Plants,Plant_Eveness,Forb_Eveness,,,Native_Plant_Eveness
response combo 3418,DIVERSITY,Evenness,vegetation,Grasses,Inferred_Native,,,,Higher_level,total,Species evenness,index,Aboveground,Living,Plants,Plant_Eveness,Graminoid_Eveness,,,Native_Plant_Eveness
response combo 3419,DIVERSITY,Diversity_Miscellany,vegetation,Forbs,Inferred_Native,,,,Higher_level,total,Trait evenness,index,Aboveground,Living,,,,,,
response combo 3420,DIVERSITY,Diversity_Miscellany,vegetation,Grasses,Inferred_Native,,,,Higher_level,total,Trait evenness,index,Aboveground,Living,,,,,,
response combo 3421,DIVERSITY,Functional_Diversity,vegetation,Forbs,Inferred_Native,,,,Higher_level,total,Total trait diversity,index,Aboveground,Living,Plants,Plant_Diversity,Forb_Diversity,,,Native_Plant_Diversity
response combo 3422,DIVERSITY,Functional_Diversity,vegetation,Grasses,Inferred_Native,,,,Higher_level,total,Total trait diversity,index,Aboveground,Living,Plants,Plant_Diversity,Graminoid_Diversity,,,Native_Plant_Diversity
response combo 3423,ABUNDANCE,Plant_Abundance,vegetation,trees,Reported_Native,understorey,,,Higher_Level,understorey trees,Cover,%,,,,,,,,
response combo 3424,ABUNDANCE,Plant_Abundance,vegetation,ground ferns,Reported_Native,understorey,,,Higher_Level,ground ferns,Cover,%,,,,,,,,
response combo 3425,ABUNDANCE,Plant_Abundance,vegetation,forbs,Reported_Native,understorey,,,Higher_Level,forbs,Cover,%,,,,,,,,
response combo 3426,ABUNDANCE,Plant_Abundance,vegetation,climbers,Reported_Native,understorey,,,Higher_Level,climbers,Cover,%,,,,,,,,
response combo 3427,ABUNDANCE,Plant_Abundance,vegetation,ground ferns,Reported_Native,understorey,,,Higher_Level,shrubs,Cover,%,,,,,,,,
response combo 3428,ABUNDANCE,Plant_Abundance,vegetation,total,Reported_Native,1-2 m,,,Higher_Level,total,Cover,%,,,,,,,,
response combo 3429,ABUNDANCE,Plant_Abundance,vegetation,total,Reported_Native,0-0.3 m,,,Higher_Level,total,Cover,%,,,,,,,,
response combo 3430,DIVERSITY,Plant_Diversity,vegetation,total,Reported_Native,total,,,Higher_Level,total,Shannon Wiener Diversity,Index,,,,,,,,
response combo 3431,DIVERSITY,Plant_Diversity,,total,Reported_Native,total,,,Higher_Level,total,Shannon Wiener Diversity,Index,,,,,,,,
response combo 3432,DIVERSITY,Bird_Diversity,birds,total,Reported_Native,,,,Higher_Level,total,Shannon Weiner Diversity,Index,,,,,,,,
response combo 3433,DIVERSITY,Plant_Diversity,vegetation,tree,,understorey + overstorey,,,Higher_Level,total,Richness,count,,,,,,,,
response combo 3434,DIVERSITY,Plant_Diversity,vegetation,tree,,understorey + overstorey,,,Higher_Level,total,Shannon Diversity,Index,,,,,,,,
response combo 3435,DIVERSITY,Plant_Diversity,vegetation,tree,,understorey + overstorey,,,Higher_Level,total,Simpson Diversity,Index,,,,,,,,
response combo 3436,DIVERSITY,Plant_Diversity,vegetation,tree (top third height class),,overstorey,,,Higher_Level,total,Richness,count,,,,,,,,
response combo 3437,DIVERSITY,Plant_Diversity,vegetation,tree (top third height class),,overstorey,,,Higher_Level,total,Shannon Diversity,index,,,,,,,,
response combo 3438,DIVERSITY,Plant_Diversity,vegetation,tree (top third height class),,overstorey,,,Higher_Level,total,Simpson Diversity,index,,,,,,,,
response combo 3439,DIVERSITY,Plant_Diversity,vegetation,shrubs,,understorey,,,Higher_Level,total,Richness,count,,,,,,,,
response combo 3440,DIVERSITY,Plant_Diversity,vegetation,shrubs,,understorey,,,Higher_Level,total,Richness,Index,,,,,,,,
response combo 3441,DIVERSITY,Plant_Diversity,vegetation,shrubs,,understorey,,,Higher_Level,total,Shannon Diversity,Index,,,,,,,,
response combo 3442,DIVERSITY,Plant_Diversity,vegetation,shrubs,,understorey,,,Higher_Level,total,Simpson Diversity,Index,,,,,,,,
response combo 3443,ABUNDANCE,Plant_Count,vegetation,tree (adult),,understorey + overstorey,,,Higher_Level,total,Adult Tree Count,Count,,,,,,,,
response combo 3444,ABUNDANCE,Plant_Cover,vegetation,shrubs,,understorey,,,Higher_Level,total,Shrub Cover,Percent,,,,,,,,
response combo 3445,SOIL_CONDITIONS,Soil_Moisture,soil,,,30 cm,,,,,Soil Moisture,m3/m3,,,,,,,,
response combo 3446,SOIL_CONDITIONS,Total organic matter,soil,,,Not specified,,,,,Total organic matter,Percent,,,,,,,,
response combo 3447,SOIL_CONDITIONS,Organic carbon,soil,,,Not specified,,,,,Organic carbon,Percent,,,,,,,,
response combo 3448,SOIL_CONDITIONS,Total nitrogen,soil,,,Not specified,,,,,Total nitrogen,Percent,,,,,,,,
response combo 3449,SOIL_CONDITIONS,Nitric nitrogen,soil,,,Not specified,,,,,Nitric nitrogen,mg/Kg,,,,,,,,
response combo 3450,SOIL_CONDITIONS,Ammoniacal nitrogen,soil,,,Not specified,,,,,Ammoniacal nitrogen,mg/Kg,,,,,,,,
response combo 3451,DIVERSITY,Fungal_Diversity,fungi,fungi,,Not specified,,,Higher_Level,total,Amplicon sequence variant,Number,,,,,,,,
response combo 3452,DIVERSITY,Plant_Diversity,vegetation,vascular plants,,understorey + overstorey,,,higher_Level,total,Shannon Diversity,Index,,,,,,,,
response combo 3453,ABUNDANCE,Plant_Cover,vegetation,bryophyte,,understorey,,,higher_Level,total,Cover,Percent,,,,,,,,
response combo 3454,ABUNDANCE,Plant_Cover,vegetation,shrubs,,understorey,,,higher_Level,total,Cover,Percent,,,,,,,,
response combo 3455,ABUNDANCE,Plant_Cover,vegetation,forbs,,understorey,,,higher_Level,total,Cover,Percent,,,,,,,,
response combo 3456,SOIL_CONDITIONS,Soil_Penetration_Resistance,soil,,,F layer,,,,,Soil Penetration Resistance (Compaction),kg/cm2,,,,,,,,
response combo 3457,DIVERSITY,Plant_Diversity,vegetation,vascular plants,,understorey + overstorey,,,higher_Level,total,Shannon Diversity,,,,,,,,,
response combo 3458,DIVERSITY,Plant_Diversity,vegetation,bryophyte,,understorey,,,higher_Level,total,Shannon Diversity,,,,,,,,,
response combo 3459,ABUNDANCE,Plant_Cover,vegetation,graminoids,,understorey,,,higher_Level,total,Cover,Percent,,,,,,,,
response combo 3460,ABUNDANCE,Plant_Cover,vegetation,pteridophyte,,understorey,,,higher_Level,total,Cover,Percent,,,,,,,,
response combo 3461,ABUNDANCE,Plant_Cover,vegetation,conifers,,overstorey,,,higher_Level,total,Cover,Percent,,,,,,,,
response combo 3462,SOIL_CONDITIONS,Soil_Penetration_Resistance,soil,,,,,,,,Soil Penetration Resistance (Compaction),kg/cm2,,,,,,,,
response combo 3463,SOIL_CONDITIONS,Soil_Moisture,soil,,,,,,,,Soil Water Content,Percent,,,,,,,,
response combo 3464,SOIL_NUTRIENTS,Total_Phosphorus,soil,,,,,,,,Total Phosphorus,µg P/g dry soil,,,,,,,,
response combo 3465,SOIL_NUTRIENTS,pH,soil,,,,,,,,pH,Index,,,,,,,,
response combo 3466,ABUNDANCE,Microbial_Abundance,microbes,microbes,,soil,,,higher_Level,total,Soil Microbial Abundance,,,,,,,,,
response combo 3467,DIVERSITY,Microbial_Diversity,microbes,microbes,,soil,,,higher_Level,total,Soil Prokaryotic Shannon Diversity,,,,,,,,,
response combo 3468,ABUNDANCE,Canopy Cover,vegetation,trees,,canopy,,,higher_Level,total,Canopy Openness,Percent,,,,,,,,
response combo 3469,ABUNDANCE,Dwarf bamboo density,vegetation,,Native,understorey,,,Species,Sasamorpha borealis,Dwarf Bamboo Density,no. m−2,,,,,,,,
response combo 3470,SOIL_NUTRIENTS,Organic soil layer mass,soil,,,O layer,,,,,O horizon mass,g m−2,,,,,,,,
response combo 3471,SOIL_NUTRIENTS,pH,soil,,,did not record,,,,,pH,Index,,,,,,,,
response combo 3472,SOIL_NUTRIENTS,C content,soil,,,did not record,,,,,C Content,Percent,,,,,,,,
response combo 3473,SOIL_NUTRIENTS,N content,soil,,,did not record,,,,,N Content,Percent,,,,,,,,
response combo 3474,SOIL_NUTRIENTS,C/N Ratio,soil,,,did not record,,,,,C/N Ratio,Ratio,,,,,,,,
response combo 3475,SOIL_CONDITIONS,Bulk Density,soil,,,A layer,,,,,Bulk Density,g cm−3,,,,,,,,
response combo 3476,DIVERSITY,Richness,microbes,microbes,,did not record,,,Higher_level,total,Number of ASVs,Count,,,,,,,,
response combo 3477,DIVERSITY,Richness,fungi,fungi,,did not record,,,Higher_level,total,Number of ASVs,Count,,,,,,,,
response combo 3478,SOIL_CONDITIONS,Soil_Moisture,soil,,,0 to 10 cm,,,,total,Soil_Moisture,Percent,,,,,,,,
response combo 3479,SOIL_CONDITIONS,Soil_Temperature,soil,,,0 to 10 cm,,,,total,Soil_Temperature,Celsius,,,,,,,,
