data_point_ID,Response_Highest_Level,Response_Cat,Response_Sphere,Species_Class,Species_Nativeness,Strata_or_soil_depth,woody_height_class,age_class,Species_Level,Species,Response,Units,Response_Dimension,Response_Living,analysis_group_category,eco_response_coarse,eco_response_fine,eco_response_fine2,eco_response_fine3,eco_response_fine4
Webster et al. 2005 Biological Conservation_9,DIVERSITY,Evenness,vegetation,Herbaceous,Reported_Mixed,spring flowering,,,Higher_level,total,Evenness,H index / ln(Richness),Aboveground,Living,Plants,Plant_Evenness,,,,
Castleberry et al. 2000 Forest Ecology and Management_11,DIVERSITY,Evenness,vegetation,Herbaceous,Unspecified,,,,Higher_level,total,Evenness,metric,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Castleberry et al. 2000 Forest Ecology and Management_19,DIVERSITY,Evenness,vegetation,Herbaceous,Unspecified,,,,Higher_level,total,Evenness,metric,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Castleberry et al. 2000 Forest Ecology and Management_3,DIVERSITY,Evenness,vegetation,Herbaceous,Unspecified,,,,Higher_level,total,Evenness,metric,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Masunga et al. 2012 Ecosystems_13,DIVERSITY,Evenness,vegetation,Herbaceous Vegetation,Inferred_Native,,,,Higher_level,total,Evenness,metric_evenness metric unclear,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Masunga et al. 2012 Ecosystems_14,DIVERSITY,Evenness,vegetation,Herbaceous Vegetation,Inferred_Native,,,,Higher_level,total,Evenness,metric_evenness metric unclear,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Masunga et al. 2012 Ecosystems_27,DIVERSITY,Evenness,vegetation,Herbaceous Vegetation,Inferred_Native,,,,Higher_level,total,Evenness,metric_evenness metric unclear,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Masunga et al. 2012 Ecosystems_28,DIVERSITY,Evenness,vegetation,Herbaceous Vegetation,Inferred_Native,,,,Higher_level,total,Evenness,metric_evenness metric unclear,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Urbanek et al. 2012 Natural Areas Journal_28,DIVERSITY,Evenness,vegetation,Spring Ephemerals,Reported_Introduced,,,,Higher_level,total,Evenness,J index,Aboveground,Living,Plants,Plant_Evenness,Introduced_Plant_Evenness,,,
Urbanek et al. 2012 Natural Areas Journal_52,DIVERSITY,Evenness,vegetation,Spring Ephemerals,Reported_Introduced,,,,Higher_level,total,Evenness,J index,Aboveground,Living,Plants,Plant_Evenness,Introduced_Plant_Evenness,,,
Urbanek et al. 2012 Natural Areas Journal_76,DIVERSITY,Evenness,vegetation,Spring Ephemerals,Reported_Introduced,,,,Higher_level,total,Evenness,J index,Aboveground,Living,Plants,Plant_Evenness,Introduced_Plant_Evenness,,,
Urbanek et al. 2012 Natural Areas Journal_30,DIVERSITY,Evenness,vegetation,Spring Ephemerals,Reported_Introduced,,,,Higher_level,total,Simpson's evenness index,DE index,Aboveground,Living,Plants,Plant_Evenness,Introduced_Plant_Evenness,,,
Urbanek et al. 2012 Natural Areas Journal_54,DIVERSITY,Evenness,vegetation,Spring Ephemerals,Reported_Introduced,,,,Higher_level,total,Simpson's evenness index,DE index,Aboveground,Living,Plants,Plant_Evenness,Introduced_Plant_Evenness,,,
Urbanek et al. 2012 Natural Areas Journal_78,DIVERSITY,Evenness,vegetation,Spring Ephemerals,Reported_Introduced,,,,Higher_level,total,Simpson's evenness index,DE index,Aboveground,Living,Plants,Plant_Evenness,Introduced_Plant_Evenness,,,
Urbanek et al. 2012 Natural Areas Journal_20,DIVERSITY,Evenness,vegetation,Spring Ephemerals,Reported_Mixed,,,,Higher_level,total,Evenness,J index,Aboveground,Living,Plants,Plant_Evenness,,,,
Urbanek et al. 2012 Natural Areas Journal_44,DIVERSITY,Evenness,vegetation,Spring Ephemerals,Reported_Mixed,,,,Higher_level,total,Evenness,J index,Aboveground,Living,Plants,Plant_Evenness,,,,
Urbanek et al. 2012 Natural Areas Journal_68,DIVERSITY,Evenness,vegetation,Spring Ephemerals,Reported_Mixed,,,,Higher_level,total,Evenness,J index,Aboveground,Living,Plants,Plant_Evenness,,,,
Urbanek et al. 2012 Natural Areas Journal_22,DIVERSITY,Evenness,vegetation,Spring Ephemerals,Reported_Mixed,,,,Higher_level,total,Simpson's evenness index,DE index,Aboveground,Living,Plants,Plant_Evenness,,,,
Urbanek et al. 2012 Natural Areas Journal_46,DIVERSITY,Evenness,vegetation,Spring Ephemerals,Reported_Mixed,,,,Higher_level,total,Simpson's evenness index,DE index,Aboveground,Living,Plants,Plant_Evenness,,,,
Urbanek et al. 2012 Natural Areas Journal_70,DIVERSITY,Evenness,vegetation,Spring Ephemerals,Reported_Mixed,,,,Higher_level,total,Simpson's evenness index,DE index,Aboveground,Living,Plants,Plant_Evenness,,,,
Urbanek et al. 2012 Natural Areas Journal_24,DIVERSITY,Evenness,vegetation,Spring Ephemerals,Reported_Native,,,,Higher_level,total,Evenness,J index,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Urbanek et al. 2012 Natural Areas Journal_48,DIVERSITY,Evenness,vegetation,Spring Ephemerals,Reported_Native,,,,Higher_level,total,Evenness,J index,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Urbanek et al. 2012 Natural Areas Journal_72,DIVERSITY,Evenness,vegetation,Spring Ephemerals,Reported_Native,,,,Higher_level,total,Evenness,J index,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Urbanek et al. 2012 Natural Areas Journal_26,DIVERSITY,Evenness,vegetation,Spring Ephemerals,Reported_Native,,,,Higher_level,total,Simpson's evenness index,DE index,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Urbanek et al. 2012 Natural Areas Journal_50,DIVERSITY,Evenness,vegetation,Spring Ephemerals,Reported_Native,,,,Higher_level,total,Simpson's evenness index,DE index,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Urbanek et al. 2012 Natural Areas Journal_74,DIVERSITY,Evenness,vegetation,Spring Ephemerals,Reported_Native,,,,Higher_level,total,Simpson's evenness index,DE index,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Urbanek et al. 2012 Natural Areas Journal_40,DIVERSITY,Evenness,vegetation,Summer Ephemerals,Reported_Introduced,,,,Higher_level,total,Evenness,J index,Aboveground,Living,Plants,Plant_Evenness,Introduced_Plant_Evenness,,,
Urbanek et al. 2012 Natural Areas Journal_64,DIVERSITY,Evenness,vegetation,Summer Ephemerals,Reported_Introduced,,,,Higher_level,total,Evenness,J index,Aboveground,Living,Plants,Plant_Evenness,Introduced_Plant_Evenness,,,
Urbanek et al. 2012 Natural Areas Journal_88,DIVERSITY,Evenness,vegetation,Summer Ephemerals,Reported_Introduced,,,,Higher_level,total,Evenness,J index,Aboveground,Living,Plants,Plant_Evenness,Introduced_Plant_Evenness,,,
Urbanek et al. 2012 Natural Areas Journal_42,DIVERSITY,Evenness,vegetation,Summer Ephemerals,Reported_Introduced,,,,Higher_level,total,Simpson's evenness index,DE index,Aboveground,Living,Plants,Plant_Evenness,Introduced_Plant_Evenness,,,
Urbanek et al. 2012 Natural Areas Journal_66,DIVERSITY,Evenness,vegetation,Summer Ephemerals,Reported_Introduced,,,,Higher_level,total,Simpson's evenness index,DE index,Aboveground,Living,Plants,Plant_Evenness,Introduced_Plant_Evenness,,,
Urbanek et al. 2012 Natural Areas Journal_90,DIVERSITY,Evenness,vegetation,Summer Ephemerals,Reported_Introduced,,,,Higher_level,total,Simpson's evenness index,DE index,Aboveground,Living,Plants,Plant_Evenness,Introduced_Plant_Evenness,,,
Urbanek et al. 2012 Natural Areas Journal_32,DIVERSITY,Evenness,vegetation,Summer Ephemerals,Reported_Mixed,,,,Higher_level,total,Evenness,J index,Aboveground,Living,Plants,Plant_Evenness,,,,
Urbanek et al. 2012 Natural Areas Journal_56,DIVERSITY,Evenness,vegetation,Summer Ephemerals,Reported_Mixed,,,,Higher_level,total,Evenness,J index,Aboveground,Living,Plants,Plant_Evenness,,,,
Urbanek et al. 2012 Natural Areas Journal_80,DIVERSITY,Evenness,vegetation,Summer Ephemerals,Reported_Mixed,,,,Higher_level,total,Evenness,J index,Aboveground,Living,Plants,Plant_Evenness,,,,
Urbanek et al. 2012 Natural Areas Journal_34,DIVERSITY,Evenness,vegetation,Summer Ephemerals,Reported_Mixed,,,,Higher_level,total,Simpson's evenness index,DE index,Aboveground,Living,Plants,Plant_Evenness,,,,
Urbanek et al. 2012 Natural Areas Journal_58,DIVERSITY,Evenness,vegetation,Summer Ephemerals,Reported_Mixed,,,,Higher_level,total,Simpson's evenness index,DE index,Aboveground,Living,Plants,Plant_Evenness,,,,
Urbanek et al. 2012 Natural Areas Journal_82,DIVERSITY,Evenness,vegetation,Summer Ephemerals,Reported_Mixed,,,,Higher_level,total,Simpson's evenness index,DE index,Aboveground,Living,Plants,Plant_Evenness,,,,
Urbanek et al. 2012 Natural Areas Journal_36,DIVERSITY,Evenness,vegetation,Summer Ephemerals,Reported_Native,,,,Higher_level,total,Evenness,J index,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Urbanek et al. 2012 Natural Areas Journal_60,DIVERSITY,Evenness,vegetation,Summer Ephemerals,Reported_Native,,,,Higher_level,total,Evenness,J index,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Urbanek et al. 2012 Natural Areas Journal_84,DIVERSITY,Evenness,vegetation,Summer Ephemerals,Reported_Native,,,,Higher_level,total,Evenness,J index,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Urbanek et al. 2012 Natural Areas Journal_38,DIVERSITY,Evenness,vegetation,Summer Ephemerals,Reported_Native,,,,Higher_level,total,Simpson's evenness index,DE index,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Urbanek et al. 2012 Natural Areas Journal_62,DIVERSITY,Evenness,vegetation,Summer Ephemerals,Reported_Native,,,,Higher_level,total,Simpson's evenness index,DE index,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Urbanek et al. 2012 Natural Areas Journal_86,DIVERSITY,Evenness,vegetation,Summer Ephemerals,Reported_Native,,,,Higher_level,total,Simpson's evenness index,DE index,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Pisanu et al. 2005 Wildlife Research_10,DIVERSITY,Evenness,vegetation,Total,Inferred_Native,,,,Higher_level,total,Pilou's evenness,metric,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Pisanu et al. 2005 Wildlife Research_11,DIVERSITY,Evenness,vegetation,Total,Inferred_Native,,,,Higher_level,total,Pilou's evenness,metric,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Pisanu et al. 2005 Wildlife Research_12,DIVERSITY,Evenness,vegetation,Total,Inferred_Native,,,,Higher_level,total,Pilou's evenness,metric,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Pisanu et al. 2005 Wildlife Research_22,DIVERSITY,Evenness,vegetation,Total,Inferred_Native,,,,Higher_level,total,Pilou's evenness,metric,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Pisanu et al. 2005 Wildlife Research_23,DIVERSITY,Evenness,vegetation,Total,Inferred_Native,,,,Higher_level,total,Pilou's evenness,metric,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Pisanu et al. 2005 Wildlife Research_24,DIVERSITY,Evenness,vegetation,Total,Inferred_Native,,,,Higher_level,total,Pilou's evenness,metric,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Pisanu et al. 2005 Wildlife Research_25,DIVERSITY,Evenness,vegetation,Total,Inferred_Native,,,,Higher_level,total,Pilou's evenness,metric,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Pisanu et al. 2005 Wildlife Research_26,DIVERSITY,Evenness,vegetation,Total,Inferred_Native,,,,Higher_level,total,Pilou's evenness,metric,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Pisanu et al. 2005 Wildlife Research_9,DIVERSITY,Evenness,vegetation,Total,Inferred_Native,,,,Higher_level,total,Pilou's evenness,metric,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Bloodworth et al. 2020 Journal of Vegetation Science_3,DIVERSITY,Evenness,vegetation,Total,Inferred_Native,,,,Higher_level,total,Wilson's evenness index,metric / m2,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Bloodworth et al. 2020 Journal of Vegetation Science_4,DIVERSITY,Evenness,vegetation,Total,Inferred_Native,,,,Higher_level,total,Wilson's evenness index,metric / m2,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Myster 2011 Journal of Plant Interactions_3,DIVERSITY,Evenness,vegetation,Total,Reported_Mixed,understorey,,,Higher_level,total,Evenness,metric,Aboveground,Living,Plants,Plant_Evenness,,,,
de Villalobos and Schwerdt 2018 Ecoscience_3,DIVERSITY,Evenness,vegetation,Total,Unspecified,,,,Higher_level,total,Evenness,metric,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
de Villalobos et al. 2011 Environmental Research_3,DIVERSITY,Evenness,vegetation,Total,Unspecified,,,,Higher_level,total,Evenness,metric,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Baur et al. 2017 Western North American Naturalist_10,DIVERSITY,Evenness,vegetation,Total,Unspecified,,,,Higher_level,total,Pielou evenness,metric,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Baur et al. 2017 Western North American Naturalist_14,DIVERSITY,Evenness,vegetation,Total,Unspecified,,,,Higher_level,total,Pielou evenness,metric,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Baur et al. 2017 Western North American Naturalist_2,DIVERSITY,Evenness,vegetation,Total,Unspecified,,,,Higher_level,total,Pielou evenness,metric,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Baur et al. 2017 Western North American Naturalist_6,DIVERSITY,Evenness,vegetation,Total,Unspecified,,,,Higher_level,total,Pielou evenness,metric,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Baur et al. 2017 Western North American Naturalist_39,DIVERSITY,Evenness,vegetation,Total,Unspecified,,,,Higher_level,total,Pielous evenness,count,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Baur et al. 2017 Western North American Naturalist_40,DIVERSITY,Evenness,vegetation,Total,Unspecified,,,,Higher_level,total,Pielous evenness,count,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Baur et al. 2017 Western North American Naturalist_41,DIVERSITY,Evenness,vegetation,Total,Unspecified,,,,Higher_level,total,Pielous evenness,count,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Baur et al. 2017 Western North American Naturalist_42,DIVERSITY,Evenness,vegetation,Total,Unspecified,,,,Higher_level,total,Pielous evenness,count,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Baur et al. 2017 Western North American Naturalist_43,DIVERSITY,Evenness,vegetation,Total,Unspecified,,,,Higher_level,total,Pielous evenness,count,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Meier et al. 2017 European Journal of Wildlife Research_17,DIVERSITY,Evenness,vegetation,Vegetation,Inferred_Native,Combined,,,Higher_level,total,Evenness,index,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Meier et al. 2017 European Journal of Wildlife Research_21,DIVERSITY,Evenness,vegetation,Vegetation,Inferred_Native,Herb layer cover (0-0.5 m),,,Higher_level,total,Evenness,index,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
"Roy et al. 2020 Arctic, Antarctic, and Alpine Research_3",DIVERSITY,Evenness,vegetation,Vegetation,Inferred_Native,,,,Higher_level,total,Evenness,metric,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,,,
Stohlgren et al. 1999 Ecological Applications_37,DIVERSITY,Evenness,vegetation,Vegetation,Reported_Mixed,,,,Higher_level,total,"Evenness_modified hill's ratio, e5",Metric,Aboveground,Living,Plants,Plant_Evenness,,,,
Stohlgren et al. 1999 Ecological Applications_38,DIVERSITY,Evenness,vegetation,Vegetation,Reported_Mixed,,,,Higher_level,total,"Evenness_modified hill's ratio, e5",Metric,Aboveground,Living,Plants,Plant_Evenness,,,,
Stohlgren et al. 1999 Ecological Applications_39,DIVERSITY,Evenness,vegetation,Vegetation,Reported_Mixed,,,,Higher_level,total,"Evenness_modified hill's ratio, e5",Metric,Aboveground,Living,Plants,Plant_Evenness,,,,
Stohlgren et al. 1999 Ecological Applications_40,DIVERSITY,Evenness,vegetation,Vegetation,Reported_Mixed,,,,Higher_level,total,"Evenness_modified hill's ratio, e5",Metric,Aboveground,Living,Plants,Plant_Evenness,,,,
van Coller and Siebert 2018 African Journal of Ecology_25,DIVERSITY,Evenness,vegetation,Forbs,Inferred_Native,,,,Higher_level,total,Species evenness,index,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,Forb_Evenness,,
van Coller and Siebert 2018 African Journal of Ecology_27,DIVERSITY,Evenness,vegetation,Forbs,Inferred_Native,,,,Higher_level,total,Species evenness,index,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,Forb_Evenness,,
van Coller and Siebert 2018 African Journal of Ecology_26,DIVERSITY,Evenness,vegetation,Grasses,Inferred_Native,,,,Higher_level,total,Species evenness,index,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,Graminoid_Evenness,,
van Coller and Siebert 2018 African Journal of Ecology_28,DIVERSITY,Evenness,vegetation,Grasses,Inferred_Native,,,,Higher_level,total,Species evenness,index,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,Graminoid_Evenness,,
Ward and Williams 2020 Wildlife Society Bulletin_3,DIVERSITY,Evenness,vegetation,Trees,Reported_Native,>1m in height,over_2m,,Higher_level,total,Evenness,index,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,Woody_Evenness,,
Meier et al. 2017 European Journal of Wildlife Research_20,DIVERSITY,Evenness,vegetation,Woody,Inferred_Native,Lower shrub layer cover (0.5-1 m),under_2m,,Higher_level,total,Evenness,index,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,Woody_Evenness,,
Meier et al. 2017 European Journal of Wildlife Research_18,DIVERSITY,Evenness,vegetation,Woody,Inferred_Native,Tree layer (> 5 m),over_2m,,Higher_level,total,Evenness,index,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,Woody_Evenness,,
Meier et al. 2017 European Journal of Wildlife Research_19,DIVERSITY,Evenness,vegetation,Woody,Inferred_Native,Upper shrub layer cover (1.3-5 m),over_2m,,Higher_level,total,Evenness,index,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,Woody_Evenness,,
Castleberry et al. 2000 Forest Ecology and Management_15,DIVERSITY,Evenness,vegetation,Woody Vegetation,Unspecified,,,,Higher_level,total,Evenness,metric,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,Woody_Evenness,,
Castleberry et al. 2000 Forest Ecology and Management_23,DIVERSITY,Evenness,vegetation,Woody Vegetation,Unspecified,,,,Higher_level,total,Evenness,metric,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,Woody_Evenness,,
Castleberry et al. 2000 Forest Ecology and Management_7,DIVERSITY,Evenness,vegetation,Woody Vegetation,Unspecified,,,,Higher_level,total,Evenness,metric,Aboveground,Living,Plants,Plant_Evenness,Native_Plant_Evenness,Woody_Evenness,,
Guy et al 2021 Current Biology 1,DIVERSITY,Forb Richness,vegetation,Forbs,Presume_Native,,,,Higher_level,Floral richness,richness,count / 0.25 ha,Aboveground,Living,Plants,Plant_Diversity,,Forb_Diversity,,
Guy et al 2021 Current Biology 2,DIVERSITY,Forb Richness,vegetation,Forbs,Presume_Native,,,,Higher_level,Floral richness,richness,count / 0.25 ha,Aboveground,Living,Plants,Plant_Diversity,,Forb_Diversity,,
Faison et al 2025 Forest Ecology and Management 7,DIVERSITY,Forb Richness,vegetation,Total Forbs,Unspecified,,,,,Forbs,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,Forb_Diversity,,
Faison et al 2025 Forest Ecology and Management 8,DIVERSITY,Forb Richness,vegetation,Total Forbs,Unspecified,,,,,Forbs,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,Forb_Diversity,,
van Coller and Siebert 2018 African Journal of Ecology_13,DIVERSITY,Functional_Diversity,vegetation,Forbs,Inferred_Native,,,,Higher_level,total,Margalef trait richness,index,Aboveground,Living,Plants,,,,,
van Coller and Siebert 2018 African Journal of Ecology_15,DIVERSITY,Functional_Diversity,vegetation,Forbs,Inferred_Native,,,,Higher_level,total,Margalef trait richness,index,Aboveground,Living,Plants,,,,,
van Coller and Siebert 2018 African Journal of Ecology_21,DIVERSITY,Functional_Diversity,vegetation,Forbs,Inferred_Native,,,,Higher_level,total,Shannon trait diversity,H' index,Aboveground,Living,Plants,,,,,
van Coller and Siebert 2018 African Journal of Ecology_23,DIVERSITY,Functional_Diversity,vegetation,Forbs,Inferred_Native,,,,Higher_level,total,Shannon trait diversity,H' index,Aboveground,Living,Plants,,,,,
van Coller and Siebert 2018 African Journal of Ecology_5,DIVERSITY,Functional_Diversity,vegetation,Forbs,Inferred_Native,,,,Higher_level,total,Total trait diversity,index,Aboveground,Living,Plants,,,,,
van Coller and Siebert 2018 African Journal of Ecology_7,DIVERSITY,Functional_Diversity,vegetation,Forbs,Inferred_Native,,,,Higher_level,total,Total trait diversity,index,Aboveground,Living,Plants,,,,,
van Coller and Siebert 2018 African Journal of Ecology_14,DIVERSITY,Functional_Diversity,vegetation,Grasses,Inferred_Native,,,,Higher_level,total,Margalef trait richness,index,Aboveground,Living,Plants,,,,,
van Coller and Siebert 2018 African Journal of Ecology_16,DIVERSITY,Functional_Diversity,vegetation,Grasses,Inferred_Native,,,,Higher_level,total,Margalef trait richness,index,Aboveground,Living,Plants,,,,,
van Coller and Siebert 2018 African Journal of Ecology_22,DIVERSITY,Functional_Diversity,vegetation,Grasses,Inferred_Native,,,,Higher_level,total,Shannon trait diversity,H' index,Aboveground,Living,Plants,,,,,
van Coller and Siebert 2018 African Journal of Ecology_24,DIVERSITY,Functional_Diversity,vegetation,Grasses,Inferred_Native,,,,Higher_level,total,Shannon trait diversity,H' index,Aboveground,Living,Plants,,,,,
van Coller and Siebert 2018 African Journal of Ecology_6,DIVERSITY,Functional_Diversity,vegetation,Grasses,Inferred_Native,,,,Higher_level,total,Total trait diversity,index,Aboveground,Living,Plants,,,,,
van Coller and Siebert 2018 African Journal of Ecology_8,DIVERSITY,Functional_Diversity,vegetation,Grasses,Inferred_Native,,,,Higher_level,total,Total trait diversity,index,Aboveground,Living,Plants,,,,,
Souza et al. 2022 Journal of Ecology_109,DIVERSITY,Functional_Diversity,vegetation,Total,Inferred_Native,0.1 - 1 m height,,,Higher_level,total,Inverse simpson index of growth form count (of 6 forms),metric,Aboveground,Living,Plants,,,,,
Souza et al. 2022 Journal of Ecology_110,DIVERSITY,Functional_Diversity,vegetation,Total,Inferred_Native,0.1 - 1 m height,,,Higher_level,total,Inverse simpson index of growth form count (of 6 forms),metric,Aboveground,Living,Plants,,,,,
Souza et al. 2022 Journal of Ecology_111,DIVERSITY,Functional_Diversity,vegetation,Total,Inferred_Native,0.1 - 1 m height,,,Higher_level,total,Inverse simpson index of growth form count (of 6 forms),metric,Aboveground,Living,Plants,,,,,
Souza et al. 2022 Journal of Ecology_112,DIVERSITY,Functional_Diversity,vegetation,Total,Inferred_Native,0.1 - 1 m height,,,Higher_level,total,Inverse simpson index of growth form count (of 6 forms),metric,Aboveground,Living,Plants,,,,,
Souza et al. 2022 Journal of Ecology_113,DIVERSITY,Functional_Diversity,vegetation,Total,Inferred_Native,0.1 - 1 m height,,,Higher_level,total,Inverse simpson index of growth form count (of 6 forms),metric,Aboveground,Living,Plants,,,,,
Souza et al. 2022 Journal of Ecology_114,DIVERSITY,Functional_Diversity,vegetation,Total,Inferred_Native,0.1 - 1 m height,,,Higher_level,total,Inverse simpson index of growth form count (of 6 forms),metric,Aboveground,Living,Plants,,,,,
Souza et al. 2022 Journal of Ecology_115,DIVERSITY,Functional_Diversity,vegetation,Total,Inferred_Native,0.1 - 1 m height,,,Higher_level,total,Inverse simpson index of growth form count (of 6 forms),metric,Aboveground,Living,Plants,,,,,
Souza et al. 2022 Journal of Ecology_116,DIVERSITY,Functional_Diversity,vegetation,Total,Inferred_Native,0.1 - 1 m height,,,Higher_level,total,Inverse simpson index of growth form count (of 6 forms),metric,Aboveground,Living,Plants,,,,,
Souza et al. 2022 Journal of Ecology_117,DIVERSITY,Functional_Diversity,vegetation,Total,Inferred_Native,0.1 - 1 m height,,,Higher_level,total,Inverse simpson index of growth form count (of 6 forms),metric,Aboveground,Living,Plants,,,,,
Souza et al. 2022 Journal of Ecology_118,DIVERSITY,Functional_Diversity,vegetation,Total,Inferred_Native,0.1 - 1 m height,,,Higher_level,total,Inverse simpson index of growth form count (of 6 forms),metric,Aboveground,Living,Plants,,,,,
Souza et al. 2022 Journal of Ecology_119,DIVERSITY,Functional_Diversity,vegetation,Total,Inferred_Native,0.1 - 1 m height,,,Higher_level,total,Inverse simpson index of growth form count (of 6 forms),metric,Aboveground,Living,Plants,,,,,
Souza et al. 2022 Journal of Ecology_120,DIVERSITY,Functional_Diversity,vegetation,Total,Inferred_Native,0.1 - 1 m height,,,Higher_level,total,Inverse simpson index of growth form count (of 6 forms),metric,Aboveground,Living,Plants,,,,,
Souza et al. 2022 Journal of Ecology_121,DIVERSITY,Functional_Diversity,vegetation,Total,Inferred_Native,0.1 - 1 m height,,,Higher_level,total,Inverse simpson index of growth form count (of 6 forms),metric,Aboveground,Living,Plants,,,,,
Souza et al. 2022 Journal of Ecology_122,DIVERSITY,Functional_Diversity,vegetation,Total,Inferred_Native,0.1 - 1 m height,,,Higher_level,total,Inverse simpson index of growth form count (of 6 forms),metric,Aboveground,Living,Plants,,,,,
Souza et al. 2022 Journal of Ecology_123,DIVERSITY,Functional_Diversity,vegetation,Total,Inferred_Native,0.1 - 1 m height,,,Higher_level,total,Inverse simpson index of growth form count (of 6 forms),metric,Aboveground,Living,Plants,,,,,
Souza et al. 2022 Journal of Ecology_124,DIVERSITY,Functional_Diversity,vegetation,Total,Inferred_Native,0.1 - 1 m height,,,Higher_level,total,Inverse simpson index of growth form count (of 6 forms),metric,Aboveground,Living,Plants,,,,,
Souza et al. 2022 Journal of Ecology_125,DIVERSITY,Functional_Diversity,vegetation,Total,Inferred_Native,0.1 - 1 m height,,,Higher_level,total,Inverse simpson index of growth form count (of 6 forms),metric,Aboveground,Living,Plants,,,,,
Souza et al. 2022 Journal of Ecology_126,DIVERSITY,Functional_Diversity,vegetation,Total,Inferred_Native,0.1 - 1 m height,,,Higher_level,total,Inverse simpson index of growth form count (of 6 forms),metric,Aboveground,Living,Plants,,,,,
Ward-Jones et al. 2019 Ecological Management and Restoration_17,DIVERSITY,Functional_Diversity,vegetation,Total,Inferred_Native,understorey,,,Higher_level,total,Functional group density,%,Aboveground,Living,Plants,,,,,
de Villalobos and Schwerdt 2018 Ecoscience_1,DIVERSITY,Functional_Diversity,vegetation,Total,Unspecified,,,,Higher_level,total,Functional richness,metric,Aboveground,Living,Plants,,,,,
