"data_point_ID","EXCLUSION","Citation","Title","Lit_Source","experimental_mechanism","experimental_comparison","Latitude","Longitude","Site","Herbivores_Manipulated","Herbivore_nativeness","Fig_Num","Response_Sphere","Response","Species_Class","Species_Level","Species","time_series_clean","nutrient_measured","Nutrient_Grouping_Alt","experiment_id","Mean_Type","Error_bar","Raw_Mean_High_Megafauna","Error_Megafauna","N_Megafauna","Raw_Mean_Low_Megafauna","Error_Low_Megafauna","N_Low_Megafauna","Min_Megafauna","First_Qtr_Megafauna","Median_Megafauna","Third_Qtr_Megafauna","Maximum_Megafauna","Min_Low_Megafauna","First_Qtr_Low_Megafauna","Median_Low_Megafauna","Third_Qtr_Low_Megafauna","Maximum_Low_Megafauna","species_response_tag","SD_High_Megafauna","SD_Low_Megafauna","yi_smd","vi_smd","yi_rom","vi_rom","analysis_group_category","analysis_group","Invasive","Africa_Comparison","site_id"
"Stritar et al. 2010 Biological Invasions_51","","Stritar et al. 2010 Biological Invasions","Introduced ungulate herbivore alters soil processes after fire","","inside vs outside exclosure","high vs low",35.313675,-111.681033,"South side of San Francisco Peaks","Cervus canadensis","Native","Figure 4","soil","Nh4+ availability","Nutrients","","Soil",1,"NH4","Labile_N","experiment_7345","Mean","SE","0.035","0.015",30,"0.029","0.01",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients Soil",0.0821583836257749,0.0547722557505166,0.0848169534125207,0.0667266159632182,0.18805223150294,0.30257953359703,"Ecosystem","Soil_Labile_N","Native",NA,"site_40"
"Stritar et al. 2010 Biological Invasions_52","","Stritar et al. 2010 Biological Invasions","Introduced ungulate herbivore alters soil processes after fire","","inside vs outside exclosure","high vs low",35.313675,-111.681033,"South side of San Francisco Peaks","Cervus canadensis","Native","Figure 4","soil","Nh4+ availability","Nutrients","","Soil",1,"NH4","Labile_N","experiment_7346","Mean","SE","0.125","0.056",30,"0.091","0.057",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients Soil",0.306724632202893,0.312201857777945,0.108435519657852,0.0667646521826956,0.317454230785451,0.593047919816447,"Ecosystem","Soil_Labile_N","Native",NA,"site_40"
"Stritar et al. 2010 Biological Invasions_53","","Stritar et al. 2010 Biological Invasions","Introduced ungulate herbivore alters soil processes after fire","","inside vs outside exclosure","high vs low",35.313675,-111.681033,"South side of San Francisco Peaks","Cervus canadensis","Native","Figure 4","soil","Nh4+ availability","Nutrients","","Soil",1,"NH4","Labile_N","experiment_7347","Mean","SE","0.058","0.029",30,"0.026","0.017",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients Soil",0.158839541676498,0.0931128347758782,0.242596122678162,0.0671571073228206,0.802346472524937,0.677514792899408,"Ecosystem","Soil_Labile_N","Native",NA,"site_40"
"Stritar et al. 2010 Biological Invasions_54","","Stritar et al. 2010 Biological Invasions","Introduced ungulate herbivore alters soil processes after fire","","inside vs outside exclosure","high vs low",35.313675,-111.681033,"South side of San Francisco Peaks","Cervus canadensis","Native","Figure 4","soil","Nh4+ availability","Nutrients","","Soil",1,"NH4","Labile_N","experiment_7348","Mean","SE","0.055","0.022",30,"0.022","0.01",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients Soil",0.120498962651137,0.0547722557505166,0.348001098758915,0.0676758730394784,0.916290731874155,0.366611570247934,"Ecosystem","Soil_Labile_N","Native",NA,"site_40"
"Stritar et al. 2010 Biological Invasions_55","","Stritar et al. 2010 Biological Invasions","Introduced ungulate herbivore alters soil processes after fire","","inside vs outside exclosure","high vs low",35.313675,-111.681033,"South side of San Francisco Peaks","Cervus canadensis","Native","Figure 4","soil","No3- availability","Nutrients","","Soil",1,"NO3","Labile_N","experiment_7349","Mean","SE","0.192","0.132",30,"0.036","0.017",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients Soil",0.722993775906819,0.0931128347758782,0.298711288973908,0.0674102369513371,1.67397643357167,0.695650077160494,"Ecosystem","Soil_Labile_N","Native",NA,"site_40"
"Stritar et al. 2010 Biological Invasions_56","","Stritar et al. 2010 Biological Invasions","Introduced ungulate herbivore alters soil processes after fire","","inside vs outside exclosure","high vs low",35.313675,-111.681033,"South side of San Francisco Peaks","Cervus canadensis","Native","Figure 4","soil","No3- availability","Nutrients","","Soil",1,"NO3","Labile_N","experiment_7350","Mean","SE","0.028","0.012",30,"0.023","0.011",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients Soil",0.0657267069006199,0.0602494813255683,0.0782744755043746,0.066717724112629,0.196710294246054,0.412406928745033,"Ecosystem","Soil_Labile_N","Native",NA,"site_40"
"Stritar et al. 2010 Biological Invasions_57","","Stritar et al. 2010 Biological Invasions","Introduced ungulate herbivore alters soil processes after fire","","inside vs outside exclosure","high vs low",35.313675,-111.681033,"South side of San Francisco Peaks","Cervus canadensis","Native","Figure 4","soil","No3- availability","Nutrients","","Soil",1,"NO3","Labile_N","experiment_7351","Mean","SE","0.062","0.023",30,"0.028","0.012",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients Soil",0.125976188226188,0.0657267069006199,0.333998474921882,0.0675962915104179,0.794929874869888,0.321290534944467,"Ecosystem","Soil_Labile_N","Native",NA,"site_40"
"Stritar et al. 2010 Biological Invasions_58","","Stritar et al. 2010 Biological Invasions","Introduced ungulate herbivore alters soil processes after fire","","inside vs outside exclosure","high vs low",35.313675,-111.681033,"South side of San Francisco Peaks","Cervus canadensis","Native","Figure 4","soil","No3- availability","Nutrients","","Soil",1,"NO3","Labile_N","experiment_7352","Mean","SE","0.137","0.064",30,"0.015","0.011",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients Soil",0.350542436803306,0.0602494813255683,0.478774629656995,0.0685768762166933,2.21193072472592,0.75600996915718,"Ecosystem","Soil_Labile_N","Native",NA,"site_40"
"Stritar et al. 2010 Biological Invasions_59","","Stritar et al. 2010 Biological Invasions","Introduced ungulate herbivore alters soil processes after fire","","inside vs outside exclosure","high vs low",35.313675,-111.681033,"South side of San Francisco Peaks","Cervus canadensis","Native","Figure 4","soil","No3- availability","Nutrients","","Soil",1,"NO3","Labile_N","experiment_7353","Mean","SE","0.038","0.015",30,"0.017","0.009",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients Soil",0.0821583836257749,0.0492950301754649,0.305936772203923,0.0674466442382213,0.80437281567017,0.436093991124232,"Ecosystem","Soil_Labile_N","Native",NA,"site_40"
"Stritar et al. 2010 Biological Invasions_6","","Stritar et al. 2010 Biological Invasions","Introduced ungulate herbivore alters soil processes after fire","","inside vs outside exclosure","high vs low",35.313675,-111.681033,"South side of San Francisco Peaks","Cervus canadensis","Native","Figure 2","soil","Total organic carbon_%dw","Nutrients","","Soil",1,"C","Labile_C","experiment_7330","Mean","SE","5.734","0.447",30,"9.979","1.712",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients Soil",2.44831983204809,9.37701018448844,-0.611401346321224,0.069781763385695,-0.554069517440997,0.0355100744849644,"Ecosystem","Soil_Total_C","Native",NA,"site_40"
"Stritar et al. 2010 Biological Invasions_60","","Stritar et al. 2010 Biological Invasions","Introduced ungulate herbivore alters soil processes after fire","","inside vs outside exclosure","high vs low",35.313675,-111.681033,"South side of San Francisco Peaks","Cervus canadensis","Native","Figure 4","soil","No3- availability","Nutrients","","Soil",1,"NO3","Labile_N","experiment_7354","Mean","SE","0.03","0.013",30,"0.03","0.017",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients Soil",0.0712039324756716,0.0931128347758782,0,0.0666666666666667,0,0.508888888888889,"Ecosystem","Soil_Labile_N","Native",NA,"site_40"
"Stritar et al. 2010 Biological Invasions_61","","Stritar et al. 2010 Biological Invasions","Introduced ungulate herbivore alters soil processes after fire","","inside vs outside exclosure","high vs low",35.313675,-111.681033,"South side of San Francisco Peaks","Cervus canadensis","Native","Figure 4","soil","Total inorganic nitrogen availability","Nutrients","","Soil",1,"N","Labile_N","experiment_7355","Mean","SE","0.361","0.162",30,"0.235","0.071",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients Soil",0.887310543158369,0.388883015828668,0.181541351517156,0.0669413105192556,0.429292444188722,0.292660792878916,"Ecosystem","Soil_Labile_N","Native",NA,"site_40"
"Stritar et al. 2010 Biological Invasions_62","","Stritar et al. 2010 Biological Invasions","Introduced ungulate herbivore alters soil processes after fire","","inside vs outside exclosure","high vs low",35.313675,-111.681033,"South side of San Francisco Peaks","Cervus canadensis","Native","Figure 4","soil","Total inorganic nitrogen availability","Nutrients","","Soil",1,"N","Labile_N","experiment_7356","Mean","SE","0.081","0.016",30,"0.094","0.022",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients Soil",0.0876356092008266,0.120498962651137,-0.12178690429998,0.0667902670838248,-0.148845627597565,0.0937943590150145,"Ecosystem","Soil_Labile_N","Native",NA,"site_40"
"Stritar et al. 2010 Biological Invasions_63","","Stritar et al. 2010 Biological Invasions","Introduced ungulate herbivore alters soil processes after fire","","inside vs outside exclosure","high vs low",35.313675,-111.681033,"South side of San Francisco Peaks","Cervus canadensis","Native","Figure 4","soil","Total inorganic nitrogen availability","Nutrients","","Soil",1,"N","Labile_N","experiment_7357","Mean","SE","0.094","0.025",30,"0.058","0.019",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients Soil",0.136930639376292,0.104067285925982,0.292171023643902,0.0673780325588094,0.482851771723585,0.178046086461772,"Ecosystem","Soil_Labile_N","Native",NA,"site_40"
"Stritar et al. 2010 Biological Invasions_64","","Stritar et al. 2010 Biological Invasions","Introduced ungulate herbivore alters soil processes after fire","","inside vs outside exclosure","high vs low",35.313675,-111.681033,"South side of San Francisco Peaks","Cervus canadensis","Native","Figure 4","soil","Total inorganic nitrogen availability","Nutrients","","Soil",1,"N","Labile_N","experiment_7358","Mean","SE","0.271","0.087",30,"0.11","0.067",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients Soil",0.476518625029495,0.366974113528461,0.373646858421481,0.0678300997900687,0.901638455087285,0.474054057673327,"Ecosystem","Soil_Labile_N","Native",NA,"site_40"
"Stritar et al. 2010 Biological Invasions_65","","Stritar et al. 2010 Biological Invasions","Introduced ungulate herbivore alters soil processes after fire","","inside vs outside exclosure","high vs low",35.313675,-111.681033,"South side of San Francisco Peaks","Cervus canadensis","Native","Figure 4","soil","Total inorganic nitrogen availability","Nutrients","","Soil",1,"N","Labile_N","experiment_7359","Mean","SE","0.09","0.052",30,"0.048","0.023",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients Soil",0.284815729902686,0.125976188226188,0.188243304031006,0.0669619628459376,0.628608659422374,0.563427854938272,"Ecosystem","Soil_Labile_N","Native",NA,"site_40"
"Stritar et al. 2010 Biological Invasions_66","","Stritar et al. 2010 Biological Invasions","Introduced ungulate herbivore alters soil processes after fire","","inside vs outside exclosure","high vs low",35.313675,-111.681033,"South side of San Francisco Peaks","Cervus canadensis","Native","Figure 4","soil","Total inorganic nitrogen availability","Nutrients","","Soil",1,"N","Labile_N","experiment_7360","Mean","SE","0.084","0.032",30,"0.052","0.022",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients Soil",0.175271218401653,0.120498962651137,0.210001504627804,0.0670341719328828,0.479573080261887,0.324118799393525,"Ecosystem","Soil_Labile_N","Native",NA,"site_40"
"Stritar et al. 2010 Biological Invasions_7","","Stritar et al. 2010 Biological Invasions","Introduced ungulate herbivore alters soil processes after fire","","inside vs outside exclosure","high vs low",35.313675,-111.681033,"South side of San Francisco Peaks","Cervus canadensis","Native","Figure 2","soil","Total nitrogen_%dw","Nutrients","","Soil",1,"N","Total_N","experiment_7331","Mean","SE","0.261","0.03",30,"0.312","0.039",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients Soil",0.16431676725155,0.213611797427015,-0.264147120177195,0.0672481141758159,-0.178482780486789,0.0288367849121416,"Ecosystem","Soil_Total_N","Native",NA,"site_40"
"Stritar et al. 2010 Biological Invasions_8","","Stritar et al. 2010 Biological Invasions","Introduced ungulate herbivore alters soil processes after fire","","inside vs outside exclosure","high vs low",35.313675,-111.681033,"South side of San Francisco Peaks","Cervus canadensis","Native","Figure 2","soil","Total nitrogen_%dw","Nutrients","","Soil",1,"N","Total_N","experiment_7332","Mean","SE","0.274","0.278",30,"0.347","0.021",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients Soil",1.52266870986436,0.115021737076085,-0.066729150121437,0.0667037731622994,-0.236196673558789,1.03307271458786,"Ecosystem","Soil_Total_N","Native",NA,"site_40"
"Stritar et al. 2010 Biological Invasions_9","","Stritar et al. 2010 Biological Invasions","Introduced ungulate herbivore alters soil processes after fire","","inside vs outside exclosure","high vs low",35.313675,-111.681033,"South side of San Francisco Peaks","Cervus canadensis","Native","Figure 2","soil","Total nitrogen_%dw","Nutrients","","Soil",1,"N","Total_N","experiment_7333","Mean","SE","0.175","0.022",30,"0.299","0.082",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients Soil",0.120498962651137,0.449132497154236,-0.372209449839928,0.0678211656212512,-0.535657599467173,0.0910157683028246,"Ecosystem","Soil_Total_N","Native",NA,"site_40"
"Suominen 1999 Ecography_1","","Suominen 1999 Ecography","Impact of cervid browsing and grazing on the terrestrial gastropod fauna in the boreal forests of Fennoscandia","Daskin and Pringle","inside vs outside exclosure","high vs low",66.271045,18.806719,"across Scandanavia","Alces alces","Native","","invertebrates","Richness","Gastropod","","total",1,"","","experiment_1425","Mean","SD","13.98","0.33",23,"13.43","2.98",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gastropod total",0.33,2.98,0.254975175400769,0.0876631776094636,0.040136726270518,0.00216491073384034,"Invertebrates","Invertebrate_Diversity","Native",NA,"site_71"
"Suominen 1999 Ecoscience_1","","Suominen 1999 Ecoscience","Indirect effects of mammalian browsers on vegetation and ground-dwelling insects in an Alaskan floodplain","Daskin and Pringle","inside vs outside exclosure","high vs low",64.760915,-148.29333,"Bonanza Creek Long Term Ecological Research","Alces alces; Lepus timidus","Native","Figure 2","invertebrates","Abundance","Orthoptera","","total",1,"","","experiment_1572","Mean","SE","0.735","0.245",7,"0.735","0.061",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orthoptera total",0.648209071210825,0.16139082997494,0,0.285714285714286,0,0.117998981905687,"Invertebrates","Invert_Herbivore_Abundance","Native",NA,"site_108"
"Suominen 1999 Ecoscience_1","","Suominen 1999 Ecoscience","Indirect effects of mammalian browsers on vegetation and ground-dwelling insects in an Alaskan floodplain","Daskin and Pringle","inside vs outside exclosure","high vs low",64.760915,-148.29333,"Bonanza Creek Long Term Ecological Research","Alces alces; Lepus timidus","Native","Figure 2","invertebrates","Abundance","Orthoptera","","total",1,"","","experiment_1572","Mean","SE","0.735","0.245",7,"0.735","0.061",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orthoptera total",0.648209071210825,0.16139082997494,0,0.285714285714286,0,0.117998981905687,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_108"
"Suominen 1999 Ecoscience_10","","Suominen 1999 Ecoscience","Indirect effects of mammalian browsers on vegetation and ground-dwelling insects in an Alaskan floodplain","Daskin and Pringle","inside vs outside exclosure","high vs low",64.760915,-148.29333,"Bonanza Creek Long Term Ecological Research","Alces alces; Lepus timidus","Native","Figure 2","invertebrates","Abundance","Byrrhidae","","total",1,"","","experiment_1581","Mean","SE","0.137","0.037",7,"0.079","0.028",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Byrrhidae total",0.0978927985093899,0.0740810367098086,0.62534662571623,0.29968065722481,0.550533073361104,0.198560315473815,"Invertebrates","Invert_Herbivore_Abundance","Native",NA,"site_108"
"Suominen 1999 Ecoscience_10","","Suominen 1999 Ecoscience","Indirect effects of mammalian browsers on vegetation and ground-dwelling insects in an Alaskan floodplain","Daskin and Pringle","inside vs outside exclosure","high vs low",64.760915,-148.29333,"Bonanza Creek Long Term Ecological Research","Alces alces; Lepus timidus","Native","Figure 2","invertebrates","Abundance","Byrrhidae","","total",1,"","","experiment_1581","Mean","SE","0.137","0.037",7,"0.079","0.028",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Byrrhidae total",0.0978927985093899,0.0740810367098086,0.62534662571623,0.29968065722481,0.550533073361104,0.198560315473815,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_108"
"Suominen 1999 Ecoscience_11","","Suominen 1999 Ecoscience","Indirect effects of mammalian browsers on vegetation and ground-dwelling insects in an Alaskan floodplain","Daskin and Pringle","inside vs outside exclosure","high vs low",64.760915,-148.29333,"Bonanza Creek Long Term Ecological Research","Alces alces; Lepus timidus","Native","Figure 2","invertebrates","Abundance","Chrysomelidae","","total",1,"","","experiment_1582","Mean","SE","0.165","0.03",7,"0.128","0.031",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chrysomelidae total",0.0793725393319377,0.0820182906430023,0.429085036518091,0.292289784591562,0.253915209980963,0.0917126363959194,"Invertebrates","Invert_Herbivore_Abundance","Native",NA,"site_108"
"Suominen 1999 Ecoscience_11","","Suominen 1999 Ecoscience","Indirect effects of mammalian browsers on vegetation and ground-dwelling insects in an Alaskan floodplain","Daskin and Pringle","inside vs outside exclosure","high vs low",64.760915,-148.29333,"Bonanza Creek Long Term Ecological Research","Alces alces; Lepus timidus","Native","Figure 2","invertebrates","Abundance","Chrysomelidae","","total",1,"","","experiment_1582","Mean","SE","0.165","0.03",7,"0.128","0.031",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chrysomelidae total",0.0793725393319377,0.0820182906430023,0.429085036518091,0.292289784591562,0.253915209980963,0.0917126363959194,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_108"
"Suominen 1999 Ecoscience_12","","Suominen 1999 Ecoscience","Indirect effects of mammalian browsers on vegetation and ground-dwelling insects in an Alaskan floodplain","Daskin and Pringle","inside vs outside exclosure","high vs low",64.760915,-148.29333,"Bonanza Creek Long Term Ecological Research","Alces alces; Lepus timidus","Native","Figure 2","invertebrates","Abundance","Curculionidae","","total",1,"","","experiment_1583","Mean","SE","0.381","0.058",7,"0.555","0.064",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Curculionidae total",0.153453576041746,0.169328083908134,-1.00784713757412,0.321991280454155,-0.376168738619734,0.03647189051703,"Invertebrates","Invert_Herbivore_Abundance","Native",NA,"site_108"
"Suominen 1999 Ecoscience_12","","Suominen 1999 Ecoscience","Indirect effects of mammalian browsers on vegetation and ground-dwelling insects in an Alaskan floodplain","Daskin and Pringle","inside vs outside exclosure","high vs low",64.760915,-148.29333,"Bonanza Creek Long Term Ecological Research","Alces alces; Lepus timidus","Native","Figure 2","invertebrates","Abundance","Curculionidae","","total",1,"","","experiment_1583","Mean","SE","0.381","0.058",7,"0.555","0.064",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Curculionidae total",0.153453576041746,0.169328083908134,-1.00784713757412,0.321991280454155,-0.376168738619734,0.03647189051703,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_108"
"Suominen 1999 Ecoscience_2","","Suominen 1999 Ecoscience","Indirect effects of mammalian browsers on vegetation and ground-dwelling insects in an Alaskan floodplain","Daskin and Pringle","inside vs outside exclosure","high vs low",64.760915,-148.29333,"Bonanza Creek Long Term Ecological Research","Alces alces; Lepus timidus","Native","Figure 2","invertebrates","Abundance","Coleoptera","","total",1,"","","experiment_1573","Mean","SE","11.449","1.102",7,"10.592","0.918",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coleoptera total",2.91561794479318,2.42879970355729,0.298926898614591,0.288905617525548,0.0778033907470228,0.0167761774764129,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_108"
"Suominen 1999 Ecoscience_3","","Suominen 1999 Ecoscience","Indirect effects of mammalian browsers on vegetation and ground-dwelling insects in an Alaskan floodplain","Daskin and Pringle","inside vs outside exclosure","high vs low",64.760915,-148.29333,"Bonanza Creek Long Term Ecological Research","Alces alces; Lepus timidus","Native","Figure 2","invertebrates","Abundance","Carabidae","","total",1,"","","experiment_1574","Mean","SE","1.347","0.306",7,"1.041","0.245",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carabidae total",0.809599901185765,0.648209071210825,0.390530026628639,0.291161203632092,0.257698107795395,0.10699680327589,"Invertebrates","Invert_Predator_Abundance","Native",NA,"site_108"
"Suominen 1999 Ecoscience_3","","Suominen 1999 Ecoscience","Indirect effects of mammalian browsers on vegetation and ground-dwelling insects in an Alaskan floodplain","Daskin and Pringle","inside vs outside exclosure","high vs low",64.760915,-148.29333,"Bonanza Creek Long Term Ecological Research","Alces alces; Lepus timidus","Native","Figure 2","invertebrates","Abundance","Carabidae","","total",1,"","","experiment_1574","Mean","SE","1.347","0.306",7,"1.041","0.245",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carabidae total",0.809599901185765,0.648209071210825,0.390530026628639,0.291161203632092,0.257698107795395,0.10699680327589,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_108"
"Suominen 1999 Ecoscience_4","","Suominen 1999 Ecoscience","Indirect effects of mammalian browsers on vegetation and ground-dwelling insects in an Alaskan floodplain","Daskin and Pringle","inside vs outside exclosure","high vs low",64.760915,-148.29333,"Bonanza Creek Long Term Ecological Research","Alces alces; Lepus timidus","Native","Figure 2","invertebrates","Abundance","Staphylinidae","","total",1,"","","experiment_1575","Mean","SE","8.816","1.164",7,"8.388","0.918",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae total",3.07965452607918,2.42879970355729,0.144438277877678,0.286459372004152,0.0497661393708853,0.0294101899024413,"Invertebrates","Invert_Predator_Abundance","Native",NA,"site_108"
"Suominen 1999 Ecoscience_4","","Suominen 1999 Ecoscience","Indirect effects of mammalian browsers on vegetation and ground-dwelling insects in an Alaskan floodplain","Daskin and Pringle","inside vs outside exclosure","high vs low",64.760915,-148.29333,"Bonanza Creek Long Term Ecological Research","Alces alces; Lepus timidus","Native","Figure 2","invertebrates","Abundance","Staphylinidae","","total",1,"","","experiment_1575","Mean","SE","8.816","1.164",7,"8.388","0.918",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylinidae total",3.07965452607918,2.42879970355729,0.144438277877678,0.286459372004152,0.0497661393708853,0.0294101899024413,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_108"
"Suominen 1999 Ecoscience_5","","Suominen 1999 Ecoscience","Indirect effects of mammalian browsers on vegetation and ground-dwelling insects in an Alaskan floodplain","Daskin and Pringle","inside vs outside exclosure","high vs low",64.760915,-148.29333,"Bonanza Creek Long Term Ecological Research","Alces alces; Lepus timidus","Native","Figure 2","invertebrates","Abundance","Acrididae","","total",1,"","","experiment_1576","Mean","SE","0.247","0.04",7,"0.229","0.036",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acrididae total",0.105830052442584,0.0952470471983253,0.167335489504743,0.28671432735885,0.0756663330737375,0.0509391263785476,"Invertebrates","Invert_Herbivore_Abundance","Native",NA,"site_108"
"Suominen 1999 Ecoscience_5","","Suominen 1999 Ecoscience","Indirect effects of mammalian browsers on vegetation and ground-dwelling insects in an Alaskan floodplain","Daskin and Pringle","inside vs outside exclosure","high vs low",64.760915,-148.29333,"Bonanza Creek Long Term Ecological Research","Alces alces; Lepus timidus","Native","Figure 2","invertebrates","Abundance","Acrididae","","total",1,"","","experiment_1576","Mean","SE","0.247","0.04",7,"0.229","0.036",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acrididae total",0.105830052442584,0.0952470471983253,0.167335489504743,0.28671432735885,0.0756663330737375,0.0509391263785476,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_108"
"Suominen 1999 Ecoscience_6","","Suominen 1999 Ecoscience","Indirect effects of mammalian browsers on vegetation and ground-dwelling insects in an Alaskan floodplain","Daskin and Pringle","inside vs outside exclosure","high vs low",64.760915,-148.29333,"Bonanza Creek Long Term Ecological Research","Alces alces; Lepus timidus","Native","Figure 2","invertebrates","Abundance","Tetrigidae","","total",1,"","","experiment_1577","Mean","SE","0.582","0.073",7,"0.433","0.067",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tetrigidae total",0.193139845707715,0.177265337841328,0.752297444707583,0.305926837332627,0.295732719728948,0.0396753108061195,"Invertebrates","Invert_Herbivore_Abundance","Native",NA,"site_108"
"Suominen 1999 Ecoscience_6","","Suominen 1999 Ecoscience","Indirect effects of mammalian browsers on vegetation and ground-dwelling insects in an Alaskan floodplain","Daskin and Pringle","inside vs outside exclosure","high vs low",64.760915,-148.29333,"Bonanza Creek Long Term Ecological Research","Alces alces; Lepus timidus","Native","Figure 2","invertebrates","Abundance","Tetrigidae","","total",1,"","","experiment_1577","Mean","SE","0.582","0.073",7,"0.433","0.067",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tetrigidae total",0.193139845707715,0.177265337841328,0.752297444707583,0.305926837332627,0.295732719728948,0.0396753108061195,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_108"
"Suominen 1999 Ecoscience_7","","Suominen 1999 Ecoscience","Indirect effects of mammalian browsers on vegetation and ground-dwelling insects in an Alaskan floodplain","Daskin and Pringle","inside vs outside exclosure","high vs low",64.760915,-148.29333,"Bonanza Creek Long Term Ecological Research","Alces alces; Lepus timidus","Native","Figure 2","invertebrates","Abundance","Leiodidae","","total",1,"","","experiment_1578","Mean","SE","0.052","0.024",7,"0.061","0.018",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leiodidae total",0.0634980314655502,0.0476235235991626,-0.150084584368658,0.286518763659468,-0.159630145591884,0.300091118853652,"Invertebrates","Invert_Detritivore_Abundance","Native",NA,"site_108"
"Suominen 1999 Ecoscience_7","","Suominen 1999 Ecoscience","Indirect effects of mammalian browsers on vegetation and ground-dwelling insects in an Alaskan floodplain","Daskin and Pringle","inside vs outside exclosure","high vs low",64.760915,-148.29333,"Bonanza Creek Long Term Ecological Research","Alces alces; Lepus timidus","Native","Figure 2","invertebrates","Abundance","Leiodidae","","total",1,"","","experiment_1578","Mean","SE","0.052","0.024",7,"0.061","0.018",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leiodidae total",0.0634980314655502,0.0476235235991626,-0.150084584368658,0.286518763659468,-0.159630145591884,0.300091118853652,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_108"
"Suominen 1999 Ecoscience_8","","Suominen 1999 Ecoscience","Indirect effects of mammalian browsers on vegetation and ground-dwelling insects in an Alaskan floodplain","Daskin and Pringle","inside vs outside exclosure","high vs low",64.760915,-148.29333,"Bonanza Creek Long Term Ecological Research","Alces alces; Lepus timidus","Native","Figure 2","invertebrates","Abundance","Silphidae","","total",1,"","","experiment_1579","Mean","SE","0.101","0.036",7,"0.006","0.009",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Silphidae total",0.0952470471983253,0.0238117617995813,1.28077094645415,0.344299079188609,2.8233610476132,2.37704636800314,"Invertebrates","Invert_Detritivore_Abundance","Native",NA,"site_108"
